@RELATION products

@ATTRIBUTE numberOfWords NUMERIC
@ATTRIBUTE numberOfTotalCharacters NUMERIC
@ATTRIBUTE numberOfAlphabetCharacters NUMERIC
@ATTRIBUTE numberOfNumericCharacters NUMERIC
@ATTRIBUTE numberOfWhiteSpaceCharacters NUMERIC
@ATTRIBUTE class {BLUETOOTH_VERSION,RAM_TYPE,CPU_FREQ,CPU,OS_BITS,WIRELESS_CONNECTIVITY,CAMERA_BACK,BATTERY_CAPACITY,NETWORK_4G,GPU,NETWORK_2G,BATTERY_TYPE,STORAGE_SSD,RAM_CAPACITY,EXTERNAL_MEMORY,COLOR,WEIGHT,DEVICE_TYPE,OS,PRICE,CAMERA_FRONT,SIM_CARD_SLOT,SCREEN_TYPE,PRODUCT_SIZE,SCREEN_PPI,NETWORK_3G,USB_VERSION,SIM_CARD_TYPE,BRAND,ETHERNET_SPEED,SCREEN_SIZE,NETWORK_TYPE,SCREEN_RESOLUTION,CPU_CORES,STORAGE_HDD,TITLE,WIFI}

@data
8,43,30,5,7,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
7,56,7,28,6,NETWORK_4G
5,35,8,15,7,NETWORK_3G
5,36,26,4,4,BATTERY_CAPACITY
2,13,7,4,1,GPU
8,55,30,10,8,CPU_CORES
6,27,12,5,5,CAMERA_FRONT
10,62,41,4,9,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,39,32,2,4,SCREEN_TYPE
8,43,22,11,7,SCREEN_RESOLUTION
8,43,31,4,7,TITLE
1,5,0,3,0,PRICE
8,61,7,30,7,NETWORK_4G
5,36,26,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
3,11,3,3,2,CAMERA_FRONT
11,72,49,4,10,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,30,5,7,TITLE
1,5,0,3,0,PRICE
8,42,29,5,7,TITLE
8,44,29,7,7,TITLE
1,5,0,3,0,PRICE
8,45,30,7,7,TITLE
1,5,0,3,0,PRICE
9,45,31,5,8,TITLE
11,92,8,49,10,NETWORK_4G
3,19,14,3,2,CPU
8,59,36,8,8,CPU_CORES
4,18,4,7,3,CAMERA_FRONT
15,93,63,6,14,CAMERA_BACK
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
9,51,39,3,8,TITLE
4,18,8,3,3,BLUETOOTH_VERSION
1,6,0,4,0,PRICE
4,18,4,7,3,CAMERA_FRONT
20,121,78,9,20,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,40,27,5,7,TITLE
1,5,0,3,0,PRICE
19,115,76,7,19,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,43,28,7,7,TITLE
8,42,29,5,7,TITLE
8,42,29,5,7,TITLE
1,5,0,3,0,PRICE
4,23,5,11,5,NETWORK_3G
8,42,29,5,7,TITLE
7,39,25,7,6,TITLE
8,42,29,5,7,TITLE
7,35,22,7,6,TITLE
8,61,40,5,7,OS
1,5,0,3,0,PRICE
10,79,7,40,9,NETWORK_4G
7,52,31,5,6,WIFI
5,37,27,4,4,BATTERY_CAPACITY
7,44,24,7,7,CPU_CORES
4,17,3,6,3,CAMERA_FRONT
9,55,37,4,8,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,47,39,2,5,SCREEN_TYPE
7,36,22,8,6,TITLE
5,22,11,3,4,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
24,220,7,123,23,NETWORK_4G
5,36,26,4,4,BATTERY_CAPACITY
3,8,5,1,2,RAM_CAPACITY
7,35,12,8,6,CAMERA_FRONT
19,118,68,14,19,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,20,12,4,4,TITLE
3,17,8,3,2,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
12,98,7,51,11,NETWORK_4G
7,39,17,8,6,CAMERA_FRONT
11,68,42,6,10,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,45,36,3,5,SCREEN_TYPE
8,43,22,11,7,SCREEN_RESOLUTION
6,29,22,2,5,TITLE
4,25,16,2,3,OS
1,5,0,3,0,PRICE
19,166,7,90,18,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
4,18,3,6,3,CAMERA_FRONT
13,89,58,5,13,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,31,24,2,5,TITLE
6,27,16,6,5,TITLE
1,5,0,3,0,PRICE
26,159,34,62,25,NETWORK_4G
7,30,22,2,6,TITLE
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
2,5,3,1,1,RAM_CAPACITY
7,55,30,10,7,CPU_CORES
5,21,5,7,4,CAMERA_FRONT
12,78,51,6,11,CAMERA_BACK
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,30,23,2,5,TITLE
1,5,0,3,0,PRICE
6,31,23,3,5,TITLE
1,5,0,3,0,PRICE
6,25,14,6,5,TITLE
1,5,0,3,0,PRICE
6,32,23,4,5,TITLE
1,5,0,3,0,PRICE
7,35,26,3,6,TITLE
1,5,0,3,0,PRICE
6,32,24,3,5,TITLE
1,5,0,3,0,PRICE
7,35,25,4,6,TITLE
1,5,0,3,0,PRICE
6,31,22,4,5,TITLE
9,54,39,6,8,TITLE
4,20,10,3,3,BLUETOOTH_VERSION
3,16,10,2,2,OS
1,5,0,3,0,PRICE
12,100,7,52,11,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
2,13,7,4,1,GPU
3,16,10,4,2,CPU
5,33,16,6,5,CPU_CORES
10,62,36,9,9,CAMERA_FRONT
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,50,36,6,7,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,46,31,7,7,TITLE
42,254,49,103,41,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,47,33,6,7,TITLE
1,5,0,3,0,PRICE
22,195,7,107,21,NETWORK_4G
8,46,32,6,7,TITLE
1,5,0,3,0,PRICE
9,56,41,6,8,TITLE
1,5,0,3,0,PRICE
9,55,40,6,8,TITLE
1,5,0,3,0,PRICE
9,53,38,6,8,TITLE
8,47,33,6,7,TITLE
1,5,0,3,0,PRICE
8,47,33,6,7,TITLE
1,5,0,3,0,PRICE
8,49,34,7,7,TITLE
1,5,0,3,0,PRICE
8,49,35,6,7,TITLE
10,58,42,6,9,TITLE
1,5,0,3,0,PRICE
10,61,45,6,9,TITLE
1,5,0,3,0,PRICE
9,52,37,6,8,TITLE
9,55,39,7,8,TITLE
1,5,0,3,0,PRICE
9,48,34,6,8,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
3,20,13,2,2,OS
22,195,7,107,21,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
8,45,15,11,7,CAMERA_FRONT
14,89,61,6,13,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,41,8,16,11,PRODUCT_SIZE
5,41,23,6,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,41,28,6,7,TITLE
9,66,44,5,8,OS
1,5,0,3,0,PRICE
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,40,27,6,7,TITLE
9,47,32,7,8,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
5,21,13,3,4,EXTERNAL_MEMORY
12,75,36,13,11,CAMERA_FRONT
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
9,45,31,6,8,TITLE
1,5,0,3,0,PRICE
3,12,2,5,2,CAMERA_FRONT
7,45,33,3,6,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
9,49,35,6,8,TITLE
1,5,0,3,0,PRICE
8,39,26,6,7,TITLE
7,35,24,5,6,TITLE
1,5,0,3,0,PRICE
16,140,7,76,15,NETWORK_4G
9,46,31,7,8,TITLE
7,35,24,5,6,TITLE
1,5,0,3,0,PRICE
9,46,32,6,8,TITLE
8,42,30,5,7,TITLE
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
6,33,23,5,5,TITLE
1,5,0,3,0,PRICE
15,129,7,69,14,NETWORK_4G
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
8,43,31,5,7,TITLE
8,39,26,6,7,TITLE
1,5,0,3,0,PRICE
7,34,23,5,6,TITLE
1,5,0,3,0,PRICE
4,24,14,6,3,TITLE
8,43,27,6,7,TITLE
9,47,33,5,8,TITLE
7,36,29,1,6,TITLE
7,36,29,1,6,TITLE
1,5,0,3,0,PRICE
6,34,22,6,5,TITLE
11,56,39,6,10,TITLE
5,29,20,5,4,TITLE
2,8,3,2,1,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
11,89,7,46,10,NETWORK_4G
5,33,24,4,4,BATTERY_CAPACITY
4,28,18,4,3,CPU_CORES
4,17,3,7,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,34,27,2,5,TITLE
1,5,0,3,0,PRICE
7,35,18,9,6,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,46,8,19,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,34,27,2,5,TITLE
5,37,27,4,4,BATTERY_CAPACITY
2,10,6,3,1,GPU
4,31,21,7,3,CPU
7,55,30,10,7,CPU_CORES
11,81,60,2,10,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,44,35,2,5,SCREEN_TYPE
6,34,27,2,5,TITLE
1,4,1,2,0,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
4,23,15,4,3,BATTERY_CAPACITY
2,7,3,3,1,CPU_CORES
7,35,18,9,6,CAMERA_BACK
2,5,1,3,1,WEIGHT
12,40,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
4,25,20,2,3,TITLE
1,4,0,2,0,PRICE
4,23,15,4,3,BATTERY_CAPACITY
2,15,10,4,1,CPU
5,19,13,1,4,EXTERNAL_MEMORY
8,41,22,9,7,SCREEN_RESOLUTION
6,34,27,2,5,TITLE
1,5,0,3,0,PRICE
7,35,18,9,6,CAMERA_BACK
2,5,1,3,1,WEIGHT
6,22,4,10,5,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
3,16,10,4,2,TITLE
4,25,16,2,3,OS
7,55,7,28,6,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
5,27,19,1,5,CAMERA_BACK
2,5,1,3,1,WEIGHT
6,19,4,8,5,PRODUCT_SIZE
2,10,6,2,1,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
4,28,23,2,3,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
3,20,12,4,2,OS
1,5,0,3,0,PRICE
16,76,8,33,21,NETWORK_4G
5,40,23,5,4,WIFI
5,37,27,4,4,BATTERY_CAPACITY
2,10,6,3,1,GPU
3,27,21,4,2,CPU
4,23,16,2,3,CPU_CORES
9,46,26,9,8,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,44,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
3,25,23,0,2,TITLE
3,18,12,3,2,OS
1,5,0,3,0,PRICE
12,56,8,23,15,NETWORK_4G
4,33,23,7,3,CPU
5,28,16,6,4,CPU_CORES
3,10,3,4,2,CAMERA_FRONT
12,76,51,10,11,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
4,28,23,2,3,TITLE
3,25,23,0,2,TITLE
1,5,0,3,0,PRICE
3,20,18,0,2,TITLE
3,20,12,4,2,OS
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
5,35,26,5,4,CPU
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,37,24,6,7,TITLE
1,3,0,2,0,BLUETOOTH_VERSION
3,22,15,2,2,OS
9,69,7,34,8,NETWORK_4G
1,8,4,4,0,CPU
3,17,11,2,2,CPU_CORES
2,5,1,3,1,WEIGHT
6,17,4,7,5,PRODUCT_SIZE
2,10,6,2,1,SCREEN_SIZE
6,41,33,2,5,SCREEN_TYPE
4,17,7,7,3,SCREEN_RESOLUTION
6,28,20,3,5,TITLE
4,30,22,4,3,BATTERY_CAPACITY
8,50,32,3,7,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,29,21,3,5,TITLE
3,22,15,4,2,TITLE
2,9,4,2,1,BLUETOOTH_VERSION
1,4,0,2,0,PRICE
5,33,24,4,4,BATTERY_CAPACITY
2,4,1,2,1,WEIGHT
6,20,4,9,5,PRODUCT_SIZE
2,10,6,2,1,SCREEN_SIZE
3,15,9,3,2,SCREEN_TYPE
3,23,16,4,2,TITLE
1,4,0,2,0,PRICE
6,36,26,4,5,TITLE
1,4,1,2,0,BLUETOOTH_VERSION
1,4,0,2,0,PRICE
5,32,24,3,4,BATTERY_CAPACITY
3,9,5,2,2,RAM_CAPACITY
2,7,2,3,1,CAMERA_BACK
4,14,3,5,3,WEIGHT
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
3,16,10,3,2,SCREEN_TYPE
8,39,24,6,7,TITLE
1,4,0,2,0,PRICE
5,33,24,4,4,BATTERY_CAPACITY
3,17,11,2,2,CPU_CORES
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
8,38,23,6,7,TITLE
11,56,37,6,10,TITLE
3,22,15,2,2,OS
5,33,24,4,4,BATTERY_CAPACITY
2,5,1,3,1,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
11,56,37,6,10,TITLE
5,23,19,0,4,TITLE
5,22,15,3,4,TITLE
1,5,0,3,0,PRICE
5,23,19,0,4,TITLE
6,32,23,3,5,TITLE
2,9,4,2,1,BLUETOOTH_VERSION
3,8,2,3,2,USB_VERSION
6,25,20,0,5,OS
1,6,0,4,0,PRICE
3,20,8,5,2,WIFI
5,36,26,3,4,BATTERY_CAPACITY
4,23,17,3,3,GPU
3,13,10,1,2,CPU
12,62,40,6,11,CPU_CORES
2,5,1,3,1,WEIGHT
6,24,4,11,5,PRODUCT_SIZE
2,9,6,2,1,SCREEN_SIZE
4,30,26,0,3,SCREEN_TYPE
4,18,7,8,3,SCREEN_RESOLUTION
2,10,8,0,1,COLOR
6,32,22,4,5,TITLE
1,6,0,4,0,PRICE
8,45,27,8,7,TITLE
6,28,17,4,5,USB_VERSION
4,19,16,0,3,OS
1,5,0,3,0,PRICE
3,23,10,5,2,WIFI
5,34,26,2,4,BATTERY_CAPACITY
4,22,15,4,3,GPU
3,13,10,1,2,CPU
14,70,46,6,13,CPU_CORES
3,14,12,0,2,EXTERNAL_MEMORY
2,6,1,4,1,WEIGHT
6,20,4,8,5,PRODUCT_SIZE
2,11,6,3,1,SCREEN_SIZE
2,18,16,0,1,SCREEN_TYPE
4,17,7,7,3,SCREEN_RESOLUTION
8,43,32,3,7,TITLE
2,9,4,2,1,BLUETOOTH_VERSION
8,39,20,5,7,USB_VERSION
1,6,0,4,0,PRICE
4,23,17,3,3,GPU
13,63,40,6,12,CPU_CORES
5,39,34,0,4,SCREEN_TYPE
1,4,4,0,0,COLOR
7,37,27,3,6,TITLE
1,6,0,4,0,PRICE
3,13,10,1,2,CPU
12,62,40,6,11,CPU_CORES
2,6,2,3,1,STORAGE_SSD
6,34,25,3,5,TITLE
1,6,0,4,0,PRICE
6,34,23,5,5,TITLE
5,23,19,0,4,OS
1,6,0,4,0,PRICE
5,36,26,3,4,BATTERY_CAPACITY
4,24,17,4,3,GPU
3,12,10,0,2,CPU
6,17,4,6,5,PRODUCT_SIZE
2,15,13,0,1,SCREEN_TYPE
7,36,25,4,6,TITLE
5,24,20,0,4,OS
1,6,0,4,0,PRICE
5,36,26,3,4,BATTERY_CAPACITY
4,23,17,3,3,GPU
6,31,24,2,5,CPU
16,77,50,7,15,CPU_CORES
2,6,1,4,1,WEIGHT
6,20,4,8,5,PRODUCT_SIZE
2,15,13,0,1,SCREEN_TYPE
4,18,7,8,3,SCREEN_RESOLUTION
6,32,22,4,5,TITLE
1,6,0,4,0,PRICE
8,45,27,8,7,TITLE
1,6,0,4,0,PRICE
6,34,23,5,5,TITLE
1,6,0,4,0,PRICE
2,17,11,3,1,CPU
10,43,28,4,9,CPU_CORES
7,38,28,3,6,TITLE
1,6,0,4,0,PRICE
5,36,26,3,4,BATTERY_CAPACITY
3,9,5,2,2,RAM_CAPACITY
17,99,71,10,17,GPU
3,13,10,1,2,CPU
13,69,46,6,12,CPU_CORES
2,6,1,4,1,WEIGHT
6,20,4,8,5,PRODUCT_SIZE
2,11,6,3,1,SCREEN_SIZE
5,25,21,0,4,SCREEN_TYPE
4,18,7,8,3,SCREEN_RESOLUTION
10,51,37,4,9,TITLE
8,39,20,5,7,USB_VERSION
1,6,0,4,0,PRICE
7,32,21,5,6,GPU
6,31,24,2,5,CPU
13,63,40,6,12,CPU_CORES
2,6,1,4,1,WEIGHT
6,23,4,11,5,PRODUCT_SIZE
13,71,43,10,13,TITLE
1,6,0,4,0,PRICE
2,11,9,1,1,RAM_TYPE
3,19,13,4,2,CPU
1,6,3,2,0,CPU_FREQ
17,79,54,8,16,TITLE
3,10,8,0,2,DEVICE_TYPE
5,23,14,4,4,OS
1,5,0,4,0,PRICE
2,10,8,1,1,RAM_TYPE
3,14,9,3,2,GPU
1,6,3,2,0,CPU_FREQ
15,96,62,17,15,TITLE
1,3,3,0,0,DEVICE_TYPE
1,5,0,4,0,PRICE
3,16,10,4,2,GPU
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
1,3,2,1,0,STORAGE_HDD
16,94,58,18,15,TITLE
3,14,10,2,2,OS
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
15,99,64,18,14,TITLE
1,5,5,0,0,DEVICE_TYPE
1,5,0,4,0,PRICE
4,18,10,5,3,CPU
15,100,66,17,14,TITLE
1,7,0,5,0,PRICE
2,12,7,4,1,GPU
4,20,11,6,3,CPU
1,6,3,2,0,CPU_FREQ
15,90,58,17,14,TITLE
1,5,0,4,0,PRICE
3,16,10,4,2,GPU
1,6,3,2,0,CPU_FREQ
13,87,60,12,12,TITLE
3,13,10,1,2,OS
1,7,0,5,0,PRICE
4,20,11,6,3,CPU
1,6,3,2,0,CPU_FREQ
14,100,70,14,13,TITLE
1,7,0,5,0,PRICE
4,20,11,6,3,CPU
1,6,3,2,0,CPU_FREQ
17,97,60,18,16,TITLE
1,7,0,5,0,PRICE
4,21,11,6,3,CPU
11,62,39,13,10,TITLE
3,17,12,2,2,OS
1,6,0,4,0,PRICE
1,7,4,3,0,CPU
20,94,58,11,19,TITLE
1,5,0,4,0,PRICE
2,12,10,1,1,RAM_TYPE
1,6,3,2,0,CPU_FREQ
14,98,67,16,13,TITLE
2,10,9,0,1,DEVICE_TYPE
1,6,0,4,0,PRICE
4,18,10,5,3,CPU
1,4,3,1,0,CPU_FREQ
17,98,60,14,17,TITLE
1,6,0,4,0,PRICE
4,21,11,6,3,CPU
1,6,3,2,0,CPU_FREQ
10,58,40,8,9,TITLE
1,6,0,4,0,PRICE
17,88,54,16,16,TITLE
1,7,0,5,0,PRICE
13,61,38,11,12,TITLE
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
15,99,59,21,15,TITLE
4,23,18,0,3,DEVICE_TYPE
1,7,0,5,0,PRICE
3,15,10,3,2,GPU
14,99,64,19,13,TITLE
1,7,0,5,0,PRICE
4,23,12,7,3,CPU
16,105,71,17,15,TITLE
1,7,0,5,0,PRICE
4,21,11,6,3,CPU
16,94,60,16,15,TITLE
1,4,0,3,0,PRICE
3,19,13,4,2,CPU
1,4,3,1,0,CPU_FREQ
17,101,66,17,17,TITLE
1,5,0,4,0,PRICE
4,16,8,5,3,CPU
17,100,58,21,17,TITLE
1,7,0,5,0,PRICE
3,17,12,3,2,GPU
14,75,53,8,13,TITLE
5,30,24,0,4,DEVICE_TYPE
2,10,9,0,1,OS
1,6,0,4,0,PRICE
2,8,4,3,1,CPU
1,6,3,2,0,CPU_FREQ
12,62,42,8,11,TITLE
2,11,10,0,1,DEVICE_TYPE
1,6,0,4,0,PRICE
2,8,4,3,1,CPU
15,86,51,19,14,TITLE
1,7,0,5,0,PRICE
1,6,3,3,0,GPU
4,22,12,6,3,CPU
1,6,3,2,0,CPU_FREQ
14,87,59,13,13,TITLE
1,4,0,3,0,PRICE
3,16,10,4,2,GPU
4,18,10,5,3,CPU
1,6,3,2,0,CPU_FREQ
18,111,74,18,17,TITLE
1,7,0,5,0,PRICE
17,103,62,20,17,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
12,76,49,14,11,TITLE
2,16,15,0,1,DEVICE_TYPE
17,100,59,20,17,TITLE
1,7,0,5,0,PRICE
3,15,10,3,2,GPU
16,99,73,10,15,TITLE
4,27,23,1,3,OS
1,6,0,4,0,PRICE
1,2,0,2,0,STORAGE_SSD
17,99,57,22,17,TITLE
1,7,0,5,0,PRICE
16,97,71,10,15,TITLE
5,37,32,1,4,OS
17,79,51,10,16,TITLE
1,4,0,3,0,PRICE
16,92,56,17,16,TITLE
1,7,0,5,0,PRICE
17,79,54,8,16,TITLE
1,5,0,4,0,PRICE
3,14,9,3,2,GPU
1,4,3,1,0,CPU_FREQ
10,63,42,10,9,TITLE
1,5,4,0,0,DEVICE_TYPE
1,6,0,4,0,PRICE
4,21,11,6,3,CPU
17,99,56,22,17,TITLE
1,7,0,5,0,PRICE
3,13,8,3,2,GPU
13,93,65,14,12,TITLE
1,7,0,5,0,PRICE
4,18,10,5,3,CPU
16,91,62,13,15,TITLE
1,4,0,3,0,PRICE
3,16,10,4,2,GPU
4,16,8,5,3,CPU
14,72,46,11,13,TITLE
1,6,0,4,0,PRICE
11,65,43,11,10,TITLE
3,15,11,2,2,OS
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
15,83,51,15,15,TITLE
1,5,0,4,0,PRICE
12,84,59,12,11,TITLE
1,6,0,4,0,PRICE
4,21,11,6,3,CPU
17,104,67,18,17,TITLE
1,7,0,5,0,PRICE
1,5,2,3,0,STORAGE_SSD
18,85,56,10,17,TITLE
1,5,0,4,0,PRICE
16,92,56,17,16,TITLE
1,7,0,5,0,PRICE
15,90,65,10,14,TITLE
1,7,0,5,0,PRICE
2,8,4,3,1,CPU
13,69,44,13,12,TITLE
2,5,4,0,1,OS
1,6,0,4,0,PRICE
2,10,8,1,1,RAM_TYPE
2,9,4,4,1,CPU
1,5,2,3,0,STORAGE_HDD
15,87,54,17,14,TITLE
1,7,0,5,0,PRICE
4,19,11,5,3,CPU
1,6,3,2,0,CPU_FREQ
14,88,59,14,13,TITLE
1,5,0,4,0,PRICE
3,20,11,6,2,CPU
1,6,3,2,0,CPU_FREQ
36,196,108,25,47,TITLE
6,47,38,3,5,OS
1,7,0,5,0,PRICE
3,20,11,6,2,CPU
18,100,68,13,17,TITLE
1,7,0,5,0,PRICE
1,4,2,2,0,RAM_CAPACITY
4,16,11,2,3,CPU
11,66,43,11,10,TITLE
1,6,0,4,0,PRICE
20,93,63,10,19,TITLE
1,7,0,5,0,PRICE
16,112,72,21,16,TITLE
1,7,0,5,0,PRICE
2,12,7,4,1,GPU
4,20,11,6,3,CPU
17,101,67,16,17,TITLE
1,4,0,3,0,PRICE
4,17,9,5,3,CPU
15,88,62,11,14,TITLE
3,14,10,2,2,OS
1,7,0,5,0,PRICE
1,2,0,2,0,STORAGE_SSD
16,94,59,17,15,TITLE
1,6,0,4,0,PRICE
16,92,57,16,16,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
13,86,53,17,13,TITLE
1,11,11,0,0,DEVICE_TYPE
1,7,0,5,0,PRICE
3,11,4,5,2,CPU
16,90,50,21,16,TITLE
1,7,0,5,0,PRICE
4,21,11,6,3,CPU
18,102,63,14,18,TITLE
1,4,0,3,0,PRICE
4,18,10,5,3,CPU
1,6,3,2,0,CPU_FREQ
18,97,59,18,17,TITLE
1,7,0,5,0,PRICE
3,16,11,3,2,GPU
4,22,12,6,3,CPU
1,6,3,2,0,CPU_FREQ
9,48,31,8,8,TITLE
4,18,15,0,3,OS
1,4,0,3,0,PRICE
12,80,54,13,11,TITLE
1,7,0,5,0,PRICE
18,102,63,14,18,TITLE
1,4,0,3,0,PRICE
18,100,60,19,18,TITLE
1,7,0,5,0,PRICE
1,6,3,2,0,CPU_FREQ
11,66,43,12,10,TITLE
1,6,0,4,0,PRICE
3,19,13,4,2,CPU
1,6,3,2,0,CPU_FREQ
11,75,48,14,10,TITLE
1,4,0,3,0,PRICE
4,21,11,6,3,CPU
16,94,52,23,16,TITLE
1,7,0,5,0,PRICE
13,67,46,7,12,TITLE
1,6,0,4,0,PRICE
4,19,15,1,3,CPU
15,73,51,7,14,TITLE
1,4,0,3,0,PRICE
11,65,40,12,10,TITLE
1,6,0,4,0,PRICE
17,109,67,22,17,TITLE
1,7,0,5,0,PRICE
10,58,38,10,9,TITLE
1,6,0,4,0,PRICE
17,102,65,16,17,TITLE
1,4,0,3,0,PRICE
3,19,13,4,2,CPU
18,97,61,17,17,TITLE
1,7,0,5,0,PRICE
16,101,66,16,16,TITLE
1,7,0,5,0,PRICE
1,5,2,3,0,STORAGE_SSD
16,94,58,16,16,TITLE
1,4,0,3,0,PRICE
4,19,11,5,3,CPU
16,99,62,19,15,TITLE
1,7,0,5,0,PRICE
10,62,42,9,9,TITLE
1,6,0,4,0,PRICE
14,84,56,13,13,TITLE
4,18,10,5,3,CPU
11,65,40,12,10,TITLE
1,6,0,4,0,PRICE
4,21,11,6,3,CPU
13,77,54,10,12,TITLE
2,9,7,1,1,OS
1,7,0,5,0,PRICE
2,8,4,3,1,CPU
1,7,3,3,0,CPU_FREQ
12,69,42,15,11,TITLE
1,3,3,0,0,DEVICE_TYPE
1,7,0,5,0,PRICE
3,15,10,3,2,GPU
4,22,12,6,3,CPU
11,71,46,14,10,TITLE
1,6,0,4,0,PRICE
13,81,50,17,12,TITLE
