CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2050.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2082.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2148.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2164.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2172.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2179.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2184.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2202.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2205.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2223.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2224.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2227.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2227.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2229.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2230.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2232.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2241.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2242.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2242.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2244.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2246.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2263.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2273.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2283.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2304.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2318.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2320.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2358.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2372.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2373.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2375.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2379.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2386.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2393.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2401.00ms
{ConfidenceFactor=0.4, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2417.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2419.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2421.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2431.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2436.00ms
{ConfidenceFactor=0.4, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2436.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2437.00ms
{ConfidenceFactor=0.2, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2459.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2469.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2472.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2485.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2516.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2525.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2534.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2557.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2560.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2562.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2582.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2612.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2643.00ms
{ConfidenceFactor=0.3, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2657.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2674.00ms
{ConfidenceFactor=0.2, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2680.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2680.00ms
{ConfidenceFactor=0.3, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2680.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2719.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2760.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2763.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2769.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2858.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	20.60%	13.48%	16.29%	2871.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	2887.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3022.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	3057.00ms
{ConfidenceFactor=0.1, MinNumObj=1, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3070.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3131.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	3184.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3186.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3202.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3299.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	3421.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	3504.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3525.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	20.60%	13.48%	16.29%	3584.00ms
{ConfidenceFactor=0.1, MinNumObj=0, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	20.60%	13.48%	16.29%	3683.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	845.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	845.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	848.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	849.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	850.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	852.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	853.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	853.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	855.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	855.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	856.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	857.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	860.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	861.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	862.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	863.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	867.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	867.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	868.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	872.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	873.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	874.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	875.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	876.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	876.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	878.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	878.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	879.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	879.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	880.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	884.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	884.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	887.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	889.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	891.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	895.00ms
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	897.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	899.00ms
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	905.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	906.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	907.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	911.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	922.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	923.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	928.00ms
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	933.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	940.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	965.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	19.45%	13.48%	15.70%	977.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	19.45%	13.48%	15.70%	986.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	19.45%	13.48%	15.70%	1045.00ms
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	19.45%	13.48%	15.70%	1075.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	669.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	669.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	671.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	672.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	674.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	675.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	675.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	675.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	675.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	676.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	677.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	681.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	682.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	682.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	683.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	686.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	687.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	689.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	689.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	689.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	691.00ms
{ConfidenceFactor=0.3, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	691.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	692.00ms
{ConfidenceFactor=0.4, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	18.93%	13.48%	15.24%	692.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	692.00ms
{ConfidenceFactor=0.3, MinNumObj=6, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	18.93%	13.48%	15.24%	693.00ms
{ConfidenceFactor=0.1, MinNumObj=7, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	18.93%	13.48%	15.24%	694.00ms
{ConfidenceFactor=0.4, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	694.00ms
{ConfidenceFactor=0.2, MinNumObj=7, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	18.93%	13.48%	15.24%	695.00ms
