GB	root.title	root.price	General.Type	General.RAM	General.GPU	General.Brand	General.Model	General.Processor	General.CPU	General.Core	General.Color	General.RAMType	General.ROM	DimensionandWeight.Productweight	DimensionandWeight.Productsize(LxWxH)	ProductDetails.Interface	ProductDetails.HDMIVersion	ProductDetails.Bluetooth	ProductDetails.RJ45PortSpeed	FirmwareInformation.WiFiChip	FirmwareInformation.SystemBit	General.MaximumExternalHardDrivesCapacity	General.System	ProductDetails.WIFI
http://www.gearbest.com/tv-box-mini-pc/pp_612217.html	minix neo u9 - h tv box + minix a3 air mouse	$152.99	tv box 	2g 	arm mali-t820mp3 	minix 	neo u9 - h 	amlogic s912-h 	cortex a53 	octa core 		ddr3 	16g 	0.2780 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,av,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 			64bit 	64gb 	android 6.0.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_484218.html	scishion v88 plus smart tv hd box android system	$28.99	tv box 	2g ram 	mali-400 	scishion 	v88 plus 		rk3229 	1.5ghz,quad core 	black 	ddr3 	8g rom 	0.1430 kg 	11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches 	av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 	2			6051p 	32bit 		android 5.1,android 6.0 	802.11b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_655688.html	x2 - a smart tv box	$29.99	tv box 	1g ram 	mali400mp2 			allwinne h3 	arm cortex-a7 	quad core 		ddr3 	8g rom 	0.1800 kg 	11.00 x 11.00 x 17.50 cm / 4.33 x 4.33 x 6.89 inches 	dc power port,hdmi,rj45,sd card slot,usb2.0 	2	unsupport 	100m 	ap8189 	32bit 	64gb 	android 4.4 	
http://www.gearbest.com/tv-box-mini-pc/pp_624804.html	sunvell r69 tv box	$21.99	tv box 	1g 	mali400mp2 	sunvell 	r69 	allwinner h2 	arm cortex-a7 	quad core 		ddr3 	8g 	0.2000 kg 	9.00 x 9.50 x 1.80 cm / 3.54 x 3.74 x 0.71 inches 		1.4	unsupport 	100m 	xr819 	32bit 	32gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_415611.html	sunvell t95x amlogic s905x android tv box	$45.54	tv box 	2g ram 	mali-450 	sunvell 	t95x 	s905x 	amlogic s905x 	2.0ghz,quad core 	black 	ddr3 	8g rom 	0.2000 kg 	9.30 x 9.30 x 1.70 cm / 3.66 x 3.66 x 0.67 inches 	av,dc power port,hdmi,rj45,tf card,usb2.0 	2				64bit 	500gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_614502.html	minix z83 - 4 tv box + minix k2 mini keyboard	$220.45	tv box 	4g 	intel hd graphic 	minix 	z83 - 4 		intel atom x5-z8350 	quad core 		ddr3l 	32g 	0.9840 kg 	12.70 x 12.70 x 2.40 cm / 5 x 5 x 0.94 inches 	3.5mm audio,dc power port,ethernet,hdmi,mini dp 		support 		ap6255 	64bit 		windows 10 	
http://www.gearbest.com/tv-box-mini-pc/pp_408546.html	mecool hm8 tv box amlogic s905x quad core	$29.99	tv box 	1g ram 	mali-450 	mecool 	hm8 		amlogic s905x 	2.0ghz,quad core 	golden 	ddr3 	8g rom 	0.1000 kg 	9.80 x 9.80 x 2.50 cm / 3.86 x 3.86 x 0.98 inches 	cvbs/l/r,dc power port,hdmi,rj45,tf card,usb2.0 				rtl8189 	64bit 	32gb 	android 6.0 	802.11b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_622599.html	c8 player tv box	$42.93	tv box 	1g 	mali-450mp2 		c8 player 	rk3328 	cortex a53 	1.5ghz 		ddr3 	8g 	0.1000 kg 	9.00 x 9.00 x 18.00 cm / 3.54 x 3.54 x 7.09 inches 	av,hdmi,rj45,spdif,tf card,usb 3.1,usb2.0 	2	unsupport 	100m 	reatek8189 	64bit 	128gb 	android 7.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_428522.html	beelink gt1 android tv box octa core amlogic s912	$59.99	tv box 	2g 	arm mali-t820mp3 	beelink 	gt1 	amlogic s912 	amlogic s912 	2.0ghz,octa core 	black 	ddr3 	16g,32g 	0.1800 kg 	9.60 x 9.60 x 1.60 cm / 3.78 x 3.78 x 0.63 inches 	dc 5v,hdmi,micro sd card slot,rj45,spdif,usb2.0 	2	bluetooth4.0 			64bit 	500gb 	android 6.0 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_555828.html	x92 set top box android tv online player	$71.95	tv box 	2g 	arm mali-t820mp3 		x92 		amlogic s912,cortex a53 	2.0ghz,octa core 	black 	ddr3l 	16g 	0.1950 kg 	16.50 x 11.50 x 2.50 cm / 6.5 x 4.53 x 0.98 inches 	av,dc 5v,ethernet,hdmi,optical,sd card slot,usb2.0 	2	bluetooth4.0 	1000mbps 		64bit 	1tb 	android 6.0 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_619406.html	mecool m8s pro tv box	$59.99	tv box 	2g ram,3g ram 	arm mali-t820mp3 	mecool 	m8s pro 	amlogic s912 	arm cortex-a53 	2.0ghz,octa core 		ddr4 	16g rom,32g rom 	0.1100 kg 	10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches 	av,dc 5v,hdmi,lan,tf card,usb2.0 	2	bluetooth 4.1 		qca9377 	64bit 	32gb 		
http://www.gearbest.com/tv-box-mini-pc/pp_640687.html	alfawise z28 pro smart tv box	$43.99	tv box 	2g ram 	mali-450 	alfawise 	z28 pro 	rk3328 	arm cortex-a53 	1.5ghz,quad core 			16g rom 	0.1200 kg 	10.00 x 10.00 x 1.60 cm / 3.94 x 3.94 x 0.63 inches 	av,dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0,usb3.0 		bluetooth4.0 			64bit 	64gb 	android 7.1 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_612222.html	minix neo u9 - h octa core tv box + minix a2 lite air mouse	$162.41	tv box 	2g 	arm mali-t820mp3 	minix 	neo u9 - h 	s905x 	cortex a53 	octa core 		ddr3 	16g 	0.2780 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,ant-in,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 	1000m 		64bit 	68gb 	android 6.0.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_411166.html	m9s - z8 android tv streaming box quad core amlogic s905	$59.66	tv box 	2g 	mali-450 		m9s - z8 	amlogic s905 	amlogic s905 	2.0ghz,quad core 	black 	ddr3 	16g 	0.1600 kg 	14.00 x 10.00 x 3.00 cm / 5.51 x 3.94 x 1.18 inches 	av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 		bluetooth4.0 					android 5.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_612273.html	minix neo u9 - h tv box	$163.8	tv box 	2g ram 	arm mali-t820mp3 	minix 	neo u9 - h 	amlogic s912-h 	arm cortex-a53 	octa core 	black 		16g rom 	0.2780 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,dc power port,hdmi,kensington lock,lan,microphone jack,otg,spdif,tf card,usb2.0 		bluetooth 4.1 		ap6335 		64gb 		802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_464590.html	minix neo z83 - 4 fanless mini pc 64bit windows 10	$169.99	desktop,mini pc 	4g 	intel hd graphic 	minix 	neo z83 - 4 		intel atom x5-z8350 	quad core 	black 	ddr3l 	32g 	0.3480 kg 	12.20 x 12.20 x 2.50 cm / 4.8 x 4.8 x 0.98 inches 	3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 	1.4	support 			64bit 		windows 10 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_658916.html	z69 tv box	$62.22	tv box 	3g ram 	mali-450 		z69 	arm cortex a53 	amlogic s905x 	quad core 	black 	ddr3 	32g rom 	0.1650 kg 	10.00 x 10.50 x 15.00 cm / 3.94 x 4.13 x 5.91 inches 	dc power port,otg,rj45,spdif,tf card,usb2.0 	2	bluetooth4.0 	100m 	rtl8723bs 	64bit 	64gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_616043.html	scishion v88 mini tv box	$23.99	tv box 	1g ram 	mali-400 	scishion 	v88 mini 	rk3229 	rk3229 	quad core 		ddr3 	8g rom 	0.0930 kg 	10.00 x 10.00 x 1.60 cm / 3.94 x 3.94 x 0.63 inches 	av,dc power port,hdmi,spdif,tf card,usb2.0 	1.4	unsupport 	100m 	8723cs 	32bit 	32gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_633836.html	mecool m8s pro tv box	$69.99	tv box 	2g ram,3g ram 	arm mali-t820mp3 	mecool 	m8s pro 	amlogic s912 	arm cortex-a53 	2.0ghz,octa core 		ddr4 	16g rom,32g rom 	0.1100 kg 	10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches 	av,dc 5v,hdmi,lan,tf card,usb2.0 	2	bluetooth 4.1 		qca9377 	64bit 	32gb 		
http://www.gearbest.com/tv-box-mini-pc/pp_619409.html	mecool m8s pro tv box	$59.59	tv box 	2g ram,3g ram 	arm mali-t820mp3 	mecool 	m8s pro 	amlogic s912 	arm cortex-a53 	2.0ghz,octa core 		ddr4 	16g rom,32g rom 	0.1100 kg 	10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches 	av,dc 5v,hdmi,lan,tf card,usb2.0 	2	bluetooth 4.1 		qca9377 	64bit 	32gb 		
http://www.gearbest.com/tv-box-mini-pc/pp_235413.html	pipo x9 tv box 8.9 inch tablet mini pc	$127.74	tv box 	2g 		pipo 	x9 		intel baytrail t z3736f 	quad core 	black 		32g 	0.6390 kg 	21.70 x 15.20 x 6.10 cm / 8.54 x 5.98 x 2.4 inches 	3.5mm audio,dc power port,hdmi,micro usb,rj45,tf card,usb2.0 		bluetooth4.0 				64gb 	android 4.4,windows 10 	ieee 802.11 b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_449443.html	scishion v99 android movie box for tv	$58.99	tv box 	2g ram 	arm mali-t820mp3 	scishion 	v99 	amlogic s912 	arm cortex-a53 	2.0ghz 	black 	ddr2 	16g rom 	0.1970 kg 	12.00 x 12.00 x 2.50 cm / 4.72 x 4.72 x 0.98 inches 	dc 5v,hdmi,rj45,spdif,tf card,usb2.0 	1	bluetooth4.0 			64bit 	32gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_649685.html	zidoo x7 rk3328 smart tv box	$69.0	tv box 	2g ram 	mali-450mp2 	zidoo 		rk3328 	arm cortex-a53 	2.0ghz,quad core 		ddr3 	8g rom 	0.2000 kg 	10.90 x 10.90 x 2.00 cm / 4.29 x 4.29 x 0.79 inches 		2	bluetooth 4.1 	100m 	ap6255 	64bit 	64gb 	android 7.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_494223.html	sunvell t95k pro android 7.1 tv box	$56.99	tv box 	2g ram 	arm mali-t820mp3 	sunvell 	t95k pro 	amlogic s912 	amlogic s912 	2.0ghz 	assorted color 	ddr3 	16g rom 	0.2500 kg 	13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches 	av,dc 5v,hdmi,optical,rj45,usb2.0 	2	bluetooth4.0 			64bit 		android 7.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_408547.html	mecool hm8 tv box amlogic s905x quad core	$29.99	tv box 	1g ram 	mali-450 	mecool 	hm8 		amlogic s905x 	2.0ghz,quad core 	golden 	ddr3 	8g rom 	0.1000 kg 	9.80 x 9.80 x 2.50 cm / 3.86 x 3.86 x 0.98 inches 	cvbs/l/r,dc power port,hdmi,rj45,tf card,usb2.0 				rtl8189 	64bit 	32gb 	android 6.0 	802.11b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_288825.html	beelink bt3 intel mini pc nuc	$143.48	tv box 	2g 	intel hd graphic(gen7) 	beelink 	intel bt3 		intel atom cherry trail x5-z8300 	quad core 	black 			0.4500 kg 	12.00 x 12.00 x 2.40 cm / 4.72 x 4.72 x 0.94 inches 	dc power port,hdmi,microphone jack,rj45,sd card slot,usb2.0,usb3.0 		bluetooth4.0 			32bit 	128gb 	windows 10 	802.11 a/b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_569439.html	voyo v1 mini pc intel pentium n4200	$215.99	mini pc 	4g ram 	intel hd graphic 	voyo 	v1 		intel pentium n4200 	quad core 	golden,rose gold,royal blue 	ddr3l 	32g rom 	0.4000 kg 	12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches 	3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 	1.4	unsupport 	1000m 	yes 	64bit 	512gb 	windows 10.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_275099.html	minix neo u1 tv box android 5.1.1	$125.84	tv box 	2g 	mali-450 	minix 	neo u1 		amlogic s905 	quad core 	black 	ddr3 	16g 	0.278 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 			64bit 	500gb 	android 5.1.1 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_503423.html	sunvell t95v pro portable digital tv box android 7.1 os	$57.99	tv box 	2g 	arm mali-t820mp3 	sunvell 	sunvell t95v pro 		amlogic s912 	octa core 	black 	ddr3 	16g 	0.2500 kg 	13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches 	av,dc power port,ethernet,hdmi,sd card slot,usb2.0 	2	bluetooth4.0 			64bit 	500gb 	android 7.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_463454.html	mecool kii pro tv box quad core amlogic s905	$68.99	tv box 	2g 	mali-450 	mecool 	kii pro 	amlogic s905 	amlogic s905 	2.0ghz,quad core 	black 	ddr3 	16g 	0.1920 kg 	13.20 x 12.20 x 3.30 cm / 5.2 x 4.8 x 1.3 inches 	av,cvbs/l/r,dc power port,dvb-s2,dvb-t2,micro sd card slot,rj45,spdif,usb2.0 	2	bluetooth4.0 			64bit 		android 5.1.1 	802.11 b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_598800.html	ptvwire ca01f 8 pin hdmi cable	$12.0		128mb 	mali-400 	ptvwire 	ca01f 		am8252 	single core 		ddr3 	1g 	0.062 kg 	6.30 x 2.50 x 1.00 cm / 2.48 x 0.98 x 0.39 inches 	hdmi,micro usb 	1.4						linux 	
http://www.gearbest.com/tv-box-mini-pc/pp_607796.html	voyo vmac mini pc	$235.99	mini pc 	8gb 	intel hd graphic 5500 	voyo 	vmac 		apollo lake n4200 	quad core 		ddr3l 	32g emmc + 128g ssd 	0.4000 kg 	12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches 	3.5mm audio,dc 5v,mini hdmi female,rj45,tf card,usb3.0 	1.4	unsupport 	1000m 	no 	64bit 		windows 10.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_288823.html	beelink bt3 intel mini pc nuc	$142.43	tv box 	2g 	intel hd graphic(gen7) 	beelink 	intel bt3 		intel atom cherry trail x5-z8300 	quad core 	black 			0.450 kg 	12.00 x 12.00 x 2.40 cm / 4.72 x 4.72 x 0.94 inches 	dc power port,hdmi,microphone jack,rj45,sd card slot,usb2.0,usb3.0 		bluetooth4.0 			32bit 	128gb 	windows 10 	802.11 a/b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_612626.html	z69 tv box	$37.99	tv box 	2g ram 	mali-450 		z69 	arm cortex a53 	amlogic s905x 	quad core 	black 	ddr3 	16g rom 	0.1650 kg 	10.00 x 10.50 x 15.00 cm / 3.94 x 4.13 x 5.91 inches 	dc power port,otg,rj45,spdif,tf card,usb2.0 	2	bluetooth4.0 	100m 	rtl8723bs 	64bit 	64gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_614948.html	minix z83 - 4 windows 10 tv box + minix k1 mini keyboard	$211.21	tv box 	4g 	intel hd graphic 	minix 	z83 - 4 		intel atom x5-z8350 	quad core 	black 	ddr3l 	32g 	0.8470 kg 	12.70 x 12.70 x 2.40 cm / 5 x 5 x 0.94 inches 	3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 	1.4				64bit 	64gb 	windows 10 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_273236.html	minix neo u1 box android tv	$104.99	tv box 	2g 	mali-450 	minix 	neo u1 		amlogic s905 	quad core 	black 	ddr3 	16g 	0.278 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 			64bit 	128gb 	android 5.1.1 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_631786.html	magicsee iron tv box	$59.65	tv box 	2g ram 	mali-450 		iron 	s905x 	cortex a53 	2.0ghz 		ddr3 	16g rom,8g rom 	0.1800 kg 	13.00 x 8.50 x 3.00 cm / 5.12 x 3.35 x 1.18 inches 	av,dc power port,hdmi,lan,optical,usb2.0 	2				64bit 	128gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_411168.html	m9s android tv streaming box quad core amlogic s905	$29.84	tv box 	1g ram 	mali-450 		m9s 	amlogic s905 	amlogic s905 	2.0ghz,quad core 	gray 	ddr3 	8g rom 	0.1000 kg 	9.00 x 9.00 x 2.00 cm / 3.54 x 3.54 x 0.79 inches 	av,dc power port,hdmi,rj45,spdif,tf card,usb2.0 							android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_627170.html	h96 max tv box	$109.99	tv box 	2g ram,4g ram 	mali-t860 		h96 max 	rk3399 	arm cortex-a72,cortex a53 	2.0ghz 		lpddr3 	16g rom,32g rom 	0.1500 kg 	10.70 x 10.70 x 2.00 cm / 4.21 x 4.21 x 0.79 inches 	dc power port,rj45,spdif,type-c,usb2.0,usb3.0 	2	bluetooth4.0 	1000m 	6255	64bit 		android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_596703.html	yokatv kb2 pro wifi android box 3gb ddr4 + 32gb emmc	$81.99	tv box 	3g ram 	arm mali-t820mp3 		kb2 pro 	amlogic s912 	cortex a53 	octa core 		ddr4 	32g rom 	0.2060 kg 	13.00 x 10.90 x 2.40 cm / 5.12 x 4.29 x 0.94 inches 	3.5mm audio,hdmi,rj45,spdif,tf card,usb2.0 		bluetooth4.0 	10m/100m/1000m 		64bit 		android 6.0 	802.11 b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_614947.html	minix z83 - 4 windows 10 tv box + minix k1 mini keyboard	$211.21	tv box 	4g 	intel hd graphic 	minix 	z83 - 4 		intel atom x5-z8350 	quad core 	black 	ddr3l 	32g 	0.8470 kg 	12.70 x 12.70 x 2.40 cm / 5 x 5 x 0.94 inches 	3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 	1.4				64bit 	64gb 	windows 10 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_608001.html	voyo vmac mini pc apollo laken4200 cpu windows 10.1	$284.84	mini pc 	8g ram 	arm mali-t820mp3 	voyo 	vmac 	apollo lake n4200 	apollo laken4200 	quad core 		ddr3l 	32g 	0.4000 kg 	12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches 	3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 	2	unsupport 	1	no 	64bit 		windows 10.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_649936.html	sunvell t95rpro android smart live streaming tv box	$78.19	tv box 	3g ram 	arm mali-t820mp3 	sunvell 	t95rpro 	amlogic s912 	arm cortex-a53 	2.0ghz,octa core 	black 	ddr3 	32g rom 	0.4000 kg 	13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches 	av,dc power port,hdmi,optical,rj45,sd card slot,usb2.0 	2	bluetooth4.0 			64bit 		android 7.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_612220.html	minix neo u9 - h octa core tv box + minix a2 lite air mouse	$162.41	tv box 	2g 	arm mali-t820mp3 	minix 	neo u9 - h 	s905x 	cortex a53 	octa core 		ddr3 	16g 	0.2780 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,ant-in,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 	1000m 		64bit 	68gb 	android 6.0.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_366095.html	h96 4k hd internet streaming box tv android 5.1 64bit	$39.76	tv box 	1g 	mali-450 		h96 		amlogic s905 	2.0ghz,quad core 	black 	ddr3 	8g 	0.2300 kg 	12.30 x 12.30 x 2.50 cm / 4.84 x 4.84 x 0.98 inches 	av,dc power port,hdmi,lan,sd card slot,spdif,usb2.0 					64bit 		android 5.1 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_627171.html	h96 max tv box	$109.99	tv box 	2g,4g 	mali-t860 		h96 max 	rk3399 	arm cortex-a72,cortex a53 	2.0ghz 		lpddr3 	16g,32g 	0.1500 kg 	10.70 x 10.70 x 2.00 cm / 4.21 x 4.21 x 0.79 inches 	dc power port,rj45,spdif,type-c,usb2.0,usb3.0 	2	bluetooth4.0 	1000m 	6255	64bit 		android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_624805.html	sunvell r69 tv box	$21.99	tv box 	1g 	mali400mp2 	sunvell 	r69 	allwinner h2 	arm cortex-a7 	quad core 		ddr3 	8g 	0.2000 kg 	9.00 x 9.50 x 1.80 cm / 3.54 x 3.74 x 0.71 inches 		1.4	unsupport 	100m 	xr819 	32bit 	32gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_274249.html	minix neo u1 digital tv android box	$134.9	tv box 	2g 	mali-450 	minix 	neo u1 		amlogic s905 	quad core 	black 	ddr3 	16g 	0.278 kg 	12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches 	3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 	2	bluetooth 4.1 + edr 			64bit 	500gb 	android 5.1.1 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_615649.html	voyo v1 mini pc intel celeron n3450	$189.99	mini pc 	4g 	intel hd graphic 	voyo 	v1 		intel celeron n3450 	quad core 	blue,golden,rose gold 	ddr3l 	128g 	0.4000 kg 	12.00 x 12.00 x 2.70 cm / 4.72 x 4.72 x 1.06 inches 	3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 	1.4	unsupport 	1000m 	out-cell 	64bit 		windows 10.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_621883.html	scishion v99 - hero tv box	$66.99	tv box 	4g 	powervr g6110 	scishion 	v99 - hero 	arm cortex a53 	rk3368 	1.5ghz,octa core 		ddr3 	32g 	0.1350 kg 	13.90 x 11.00 x 3.00 cm / 5.47 x 4.33 x 1.18 inches 	dc power port,hdmi,rj45,spdif,tf card,usb2.0 	2	bluetooth4.0 	100m 	ap6255 	64bit 	32gb 	android 5.1 	
http://www.gearbest.com/tv-box-mini-pc/pp_638548.html	t6 s905x tv box 2.4ghz	$37.2	tv box 	1g ram,2g 	mali-450 			s905x 	amlogic s905x,cortex a53 	2.0ghz,quad core 		ddr3 	16g,8g rom 	0.1190 kg 	9.00 x 9.00 x 2.00 cm / 3.54 x 3.54 x 0.79 inches 	3.5mm audio,dc 5v,ethernet,hdmi,lan,reset port,tf card,usb2.0 	2	unsupport 			64bit 	64gb 	android 7.1 	ieee 802.11 b/g/n 
http://www.gearbest.com/tv-box-mini-pc/pp_636791.html	tx8 max tv box almogic s912	$85.4	tv box 	3g ram 	arm mali-t820mp3 		tx8 max 	amlogic s912 	amlogic s912,cortex a53 	2.0ghz 		ddr3 	16g,32g 	0.1670 kg 	10.30 x 10.30 x 2.50 cm / 4.06 x 4.06 x 0.98 inches 	dc power port,hdmi,lan,spdif,tf card,usb2.0 	2	bluetooth4.0 			64bit 	32gb 	android 6.0 	802.11 b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_614946.html	minix z83 - 4 windows 10 tv box + minix k1 mini keyboard	$211.21	tv box 	4g 	intel hd graphic 	minix 	z83 - 4 		intel atom x5-z8350 	quad core 	black 	ddr3l 	32g 	0.8470 kg 	12.70 x 12.70 x 2.40 cm / 5 x 5 x 0.94 inches 	3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 	1.4				64bit 	64gb 	windows 10 	802.11 ac 
http://www.gearbest.com/tv-box-mini-pc/pp_626092.html	mxq hf10 s905x tv box	$96.55	tv box 	1g 	mali-450 	mxq 	hf10 	s905x 	amlogic s905x,arm cortex-a53 	1.5ghz,quad core 	black,white 	ddr3 	8g 	0.5700 kg 	9.10 x 9.10 x 12.80 cm / 3.58 x 3.58 x 5.04 inches 	dc power port,hdmi,rj45,sd card slot 	2	bluetooth4.0 	100m 		32bit 	128g 	android 6.0 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_487808.html	beelink mini mxiii ii tv internet box amlogic s905x quad core	$53.99	tv box 	2g ram 	mali-450 	beelink 	mini mxiii ii 	s905x 	amlogic s905x 	2.0ghz 	black 	ddr3 	32g rom 	0.1780 kg 	9.60 x 9.60 x 1.60 cm / 3.78 x 3.78 x 0.63 inches 	dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 	2	bluetooth4.0 			64bit 		android 6.0 	802.11 a/b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_591549.html	mecool bb2 pro android 6.0 tv box 3gb ddr4 + 16gb	$73.99	tv box 	3gb 	arm mali-t820mp3 	mecool 	bb2 pro 	amlogic s912 	amlogic s912 	octa core 		ddr4 	16g 	0.2060 kg 	10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches 	av,dc 5v,hdmi,rj45,spdif,tf card,usb2.0 	2	bluetooth4.0 	10/100m/1000m rgmii 		64bit 	32gb 	android 6.0 	802.11 b/g/n/ac 
http://www.gearbest.com/tv-box-mini-pc/pp_629408.html	mecool ki pro tv box	$83.99	tv box 	2g ram 	mali-450 	mecool 	ki pro 	amlogic s905d 	cortex a53 	quad core 		ddr4 	16g rom 	0.1630 kg 	13.00 x 12.00 x 3.20 cm / 5.12 x 4.72 x 1.26 inches 	dc 5v,dc power port,hdtv in,lan,optical,tf card,usb2.0 		bluetooth 4.1 	1000m 		64bit 	32gb 	android 6.0 	
http://www.gearbest.com/tv-box-mini-pc/pp_372954.html	gole gole1 5 inch 720 x 1280 mini pc windows 10 / android 5.1	$149.99	mini pc 	4g 	gen 8 graphics 		gole1 		intel cherry trail z8350 	1.84ghz,quad core 	golden 		64g 	0.2000 kg 	13.50 x 9.00 x 2.00 cm / 5.31 x 3.54 x 0.79 inches 	3.5mm audio,dc power port,ethernet,hdmi,micro usb,tf card,usb2.0,usb3.0 		bluetooth4.0 			64bit 		android 5.1,windows 10 	802.11 b/g/n/ac 
