Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	15.58%	83.26%	84.42%	83.62%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.46%	83.05%	84.54%	83.55%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.46%	83.05%	84.54%	83.55%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.46%	83.05%	84.54%	83.55%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.46%	83.05%	84.54%	83.55%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	15.56%	83.00%	84.44%	83.46%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.57%	82.97%	84.43%	83.45%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.57%	82.97%	84.43%	83.45%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.57%	82.97%	84.43%	83.45%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.57%	82.97%	84.43%	83.45%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.61%	82.97%	84.39%	83.45%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.61%	82.97%	84.39%	83.45%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.61%	82.97%	84.39%	83.45%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.61%	82.97%	84.39%	83.45%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.60%	82.92%	84.40%	83.44%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.60%	82.92%	84.40%	83.44%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.60%	82.92%	84.40%	83.44%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.60%	82.92%	84.40%	83.44%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.62%	82.88%	84.38%	83.41%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.62%	82.88%	84.38%	83.41%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.62%	82.88%	84.38%	83.41%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.62%	82.88%	84.38%	83.41%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.66%	82.94%	84.34%	83.41%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.66%	82.94%	84.34%	83.41%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.66%	82.94%	84.34%	83.41%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	15.66%	82.94%	84.34%	83.41%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.68%	82.88%	84.32%	83.36%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.68%	82.88%	84.32%	83.36%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.68%	82.88%	84.32%	83.36%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.68%	82.88%	84.32%	83.36%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.70%	82.83%	84.30%	83.34%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.70%	82.83%	84.30%	83.34%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.70%	82.83%	84.30%	83.34%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	15.70%	82.83%	84.30%	83.34%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	15.84%	82.66%	84.16%	83.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.15%	82.31%	83.85%	82.80%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.22%	82.21%	83.78%	82.70%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	16.53%	81.63%	83.47%	82.26%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.63%	81.64%	83.37%	82.20%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	16.63%	81.64%	83.37%	82.20%
