Configuration	ErrorRate	Precision	Recall	F-Measure
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=true, NormalizeAttributes=true}	48.90%	33.07%	51.10%	38.15%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=true, NormalizeAttributes=false}	48.98%	35.23%	51.02%	38.84%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=true, NormalizeAttributes=true}	49.07%	30.71%	50.93%	37.44%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=true, NormalizeAttributes=true}	49.11%	30.26%	50.89%	37.30%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=true, NormalizeAttributes=true}	49.18%	29.14%	50.82%	36.87%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=true, NormalizeAttributes=false}	49.20%	34.32%	50.80%	37.77%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=true, NormalizeAttributes=false}	49.39%	35.74%	50.61%	37.51%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=true, NormalizeAttributes=true}	49.83%	28.12%	50.17%	35.93%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=true, NormalizeAttributes=false}	49.93%	31.70%	50.07%	37.90%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=true, NormalizeAttributes=true}	50.09%	27.35%	49.91%	35.22%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=true, NormalizeAttributes=false}	50.28%	30.74%	49.72%	37.17%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=true, NormalizeAttributes=false}	50.35%	32.19%	49.65%	37.36%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=true, NormalizeAttributes=false}	50.59%	30.65%	49.41%	36.89%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=true, NormalizeAttributes=false}	51.65%	29.80%	48.35%	36.17%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=true, NormalizeAttributes=false}	52.40%	29.00%	47.60%	35.23%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=true, NormalizeAttributes=false}	52.88%	29.10%	47.12%	35.04%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=true, NormalizeAttributes=false}	54.33%	27.43%	45.67%	33.54%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=true, NormalizeAttributes=false}	54.37%	29.25%	45.63%	33.59%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=true, NormalizeAttributes=false}	55.59%	31.24%	44.41%	33.23%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=true, NormalizeAttributes=false}	56.15%	29.51%	43.85%	32.35%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=true, NormalizeAttributes=false}	57.96%	24.55%	42.04%	29.56%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=true, NormalizeAttributes=false}	58.05%	25.93%	41.95%	29.63%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=true, NormalizeAttributes=false}	58.31%	24.83%	41.69%	29.22%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=true, NormalizeAttributes=false}	58.36%	28.73%	41.64%	30.06%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=true, NormalizeAttributes=false}	59.22%	23.89%	40.78%	28.19%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=true, NormalizeAttributes=false}	60.46%	24.17%	39.54%	27.60%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=true, NormalizeAttributes=false}	61.47%	28.04%	38.53%	26.88%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=true, NormalizeAttributes=false}	62.86%	24.95%	37.14%	25.33%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=true, NormalizeAttributes=false}	62.86%	24.92%	37.14%	25.32%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=true, NormalizeAttributes=false}	62.88%	24.32%	37.12%	25.18%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	63.10%	20.21%	36.90%	24.69%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	65.99%	28.75%	34.01%	20.88%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	66.00%	28.74%	34.00%	20.85%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	66.00%	25.64%	34.00%	20.73%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	66.13%	17.15%	33.87%	22.33%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.03%	17.71%	32.97%	20.91%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	67.03%	17.54%	32.97%	20.88%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	67.03%	17.48%	32.97%	20.90%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	67.04%	17.72%	32.96%	20.90%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.04%	17.57%	32.96%	20.87%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.04%	17.17%	32.96%	20.80%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	67.19%	16.29%	32.81%	21.75%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.94%	28.83%	32.06%	17.72%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	67.94%	28.83%	32.06%	17.72%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	67.94%	28.83%	32.06%	17.72%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.94%	28.29%	32.06%	17.71%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	67.94%	26.43%	32.06%	17.70%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	67.96%	27.78%	32.04%	17.68%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	67.96%	26.40%	32.04%	17.67%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	67.96%	22.35%	32.04%	17.64%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	67.99%	17.35%	32.01%	20.83%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	68.07%	16.15%	31.93%	20.81%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	68.12%	15.92%	31.88%	20.68%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	68.92%	16.31%	31.08%	18.86%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.00%	15.73%	31.00%	18.67%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.00%	15.70%	31.00%	18.67%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.00%	15.65%	31.00%	18.67%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.00%	15.65%	31.00%	18.67%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.00%	15.58%	31.00%	18.66%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.00%	15.52%	31.00%	18.65%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.01%	15.65%	30.99%	18.64%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.01%	15.65%	30.99%	18.65%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.01%	15.64%	30.99%	18.64%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	69.01%	15.48%	30.99%	18.63%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.01%	15.39%	30.99%	18.62%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.16%	15.25%	30.84%	20.35%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.16%	15.25%	30.84%	20.35%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.16%	15.23%	30.84%	20.34%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.16%	15.23%	30.84%	20.34%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.18%	15.23%	30.82%	20.32%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.31%	18.95%	30.69%	21.23%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.31%	18.90%	30.69%	21.23%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.57%	20.60%	30.43%	19.94%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.85%	11.36%	30.15%	14.08%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	69.91%	9.06%	30.09%	13.92%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.06%	14.52%	29.94%	18.94%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.06%	14.52%	29.94%	18.94%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	70.06%	14.52%	29.94%	18.94%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	70.07%	14.51%	29.93%	18.92%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.07%	14.51%	29.93%	18.93%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.07%	14.51%	29.93%	18.93%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.07%	14.50%	29.93%	18.92%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.07%	14.50%	29.93%	18.92%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.07%	14.50%	29.93%	18.92%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	70.46%	16.19%	29.54%	20.51%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.48%	16.40%	29.52%	20.71%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.50%	16.39%	29.50%	20.71%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a,t, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.88%	29.03%	16.16%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.87%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.87%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	70.97%	12.87%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	70.97%	12.87%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	70.97%	12.87%	29.03%	16.16%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	71.12%	14.11%	28.88%	18.87%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	71.12%	14.11%	28.88%	18.86%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	71.12%	14.11%	28.88%	18.86%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	71.13%	14.12%	28.87%	18.86%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	71.13%	14.11%	28.87%	18.86%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	71.13%	14.11%	28.87%	18.86%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	71.13%	14.10%	28.87%	18.85%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	71.13%	14.10%	28.87%	18.85%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	71.13%	14.10%	28.87%	18.85%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	71.13%	14.10%	28.87%	18.85%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	71.39%	16.04%	28.61%	18.73%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	72.03%	12.89%	27.97%	17.02%
{HiddenLayers=a, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=800, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=o, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	72.03%	12.88%	27.97%	17.02%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.17%	13.93%	27.83%	18.55%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	72.19%	13.93%	27.81%	18.55%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	72.19%	13.92%	27.81%	18.54%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.19%	13.91%	27.81%	18.54%
{HiddenLayers=a, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	72.34%	15.88%	27.66%	19.15%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.43%	14.95%	27.57%	18.94%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	72.45%	14.94%	27.55%	18.93%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.45%	14.92%	27.55%	18.92%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	72.60%	15.14%	27.40%	19.37%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	72.94%	16.79%	27.06%	20.54%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	72.96%	16.78%	27.04%	20.53%
{HiddenLayers=t, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	72.96%	16.54%	27.04%	20.29%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.05%	12.90%	26.95%	17.32%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=a, LearningRate=0.30000000000000004, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=t, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.30000000000000004, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.1, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=200, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=i, LearningRate=0.5, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.5, TrainingTime=400, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=o, LearningRate=0.1, Momentum=0.5, TrainingTime=800, Decay=false, NormalizeAttributes=false}	73.09%	12.88%	26.91%	17.29%
{HiddenLayers=o, LearningRate=0.5, Momentum=0.30000000000000004, TrainingTime=600, Decay=false, NormalizeAttributes=false}	73.49%	14.56%	26.51%	18.77%
