Configuration	ErrorRate	Precision	Recall	F-Measure
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.98%	90.52%	90.13%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.98%	90.52%	90.13%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.98%	90.52%	90.13%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.98%	90.52%	90.13%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.48%	89.95%	90.52%	90.10%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.48%	89.95%	90.52%	90.10%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.48%	89.95%	90.52%	90.10%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.48%	89.95%	90.52%	90.10%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=true}	9.48%	89.95%	90.52%	90.10%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.48%	89.93%	90.52%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.48%	89.93%	90.52%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.48%	89.93%	90.52%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.48%	89.93%	90.52%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.48%	89.93%	90.52%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.48%	89.93%	90.52%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.49%	90.08%	90.51%	90.19%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.49%	90.08%	90.51%	90.19%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.49%	90.08%	90.51%	90.19%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.49%	90.08%	90.51%	90.19%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.49%	90.08%	90.51%	90.19%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.49%	90.07%	90.51%	90.18%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.49%	90.07%	90.51%	90.18%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.49%	90.07%	90.51%	90.18%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.49%	90.07%	90.51%	90.18%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.49%	90.07%	90.51%	90.18%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.49%	90.04%	90.51%	90.16%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.49%	90.04%	90.51%	90.16%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.49%	90.04%	90.51%	90.16%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.49%	90.04%	90.51%	90.16%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.49%	90.04%	90.51%	90.16%
{BatchSize=80, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.49%	90.00%	90.51%	90.13%
{BatchSize=90, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.49%	90.00%	90.51%	90.13%
{BatchSize=100, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.49%	90.00%	90.51%	90.13%
{BatchSize=110, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.49%	90.00%	90.51%	90.13%
{BatchSize=120, MaxDepth=15, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.49%	90.00%	90.51%	90.13%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.99%	90.51%	90.12%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.99%	90.51%	90.12%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.99%	90.51%	90.12%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.99%	90.51%	90.12%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.99%	90.51%	90.12%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.49%	89.93%	90.51%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.49%	89.93%	90.51%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.49%	89.93%	90.51%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.49%	89.93%	90.51%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=120, BreakTiesRandomly=false}	9.49%	89.93%	90.51%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.92%	90.51%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.92%	90.51%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.92%	90.51%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.92%	90.51%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=true}	9.49%	89.92%	90.51%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.50%	90.06%	90.50%	90.17%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.50%	90.06%	90.50%	90.17%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.50%	90.06%	90.50%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.50%	90.06%	90.50%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.50%	90.06%	90.50%	90.17%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	90.02%	90.50%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	90.02%	90.50%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	90.02%	90.50%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	90.02%	90.50%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	90.02%	90.50%	90.14%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.98%	90.50%	90.11%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.98%	90.50%	90.11%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.98%	90.50%	90.11%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.98%	90.50%	90.11%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.98%	90.50%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.50%	89.96%	90.50%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.50%	89.96%	90.50%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.50%	89.96%	90.50%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.50%	89.96%	90.50%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.50%	89.96%	90.50%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.92%	90.50%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.92%	90.50%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.92%	90.50%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.92%	90.50%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=true}	9.50%	89.92%	90.50%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=false}	9.50%	89.92%	90.50%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.50%	89.89%	90.50%	90.05%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.50%	89.89%	90.50%	90.05%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.50%	89.89%	90.50%	90.05%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.50%	89.89%	90.50%	90.05%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=true}	9.50%	89.89%	90.50%	90.05%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.88%	90.50%	90.04%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.88%	90.50%	90.04%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.88%	90.50%	90.04%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.88%	90.50%	90.04%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=false}	9.50%	89.88%	90.50%	90.04%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.50%	89.87%	90.50%	90.04%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.50%	89.87%	90.50%	90.04%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.50%	89.87%	90.50%	90.04%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.50%	89.87%	90.50%	90.04%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=90, BreakTiesRandomly=false}	9.50%	89.87%	90.50%	90.04%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.51%	90.09%	90.49%	90.20%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.51%	90.09%	90.49%	90.20%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.51%	90.09%	90.49%	90.20%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.51%	90.09%	90.49%	90.20%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.51%	90.09%	90.49%	90.20%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.51%	90.05%	90.49%	90.16%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.51%	90.05%	90.49%	90.16%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.51%	90.05%	90.49%	90.16%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.51%	90.05%	90.49%	90.16%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.51%	90.05%	90.49%	90.16%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	90.02%	90.49%	90.14%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	90.01%	90.49%	90.14%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	90.01%	90.49%	90.14%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	90.01%	90.49%	90.14%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	90.01%	90.49%	90.14%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	90.01%	90.49%	90.14%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.10%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.09%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.10%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.09%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.10%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.09%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.10%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.09%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.10%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=true}	9.51%	89.96%	90.49%	90.09%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.92%	90.49%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.92%	90.49%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.92%	90.49%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.92%	90.49%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=110, BreakTiesRandomly=true}	9.51%	89.92%	90.49%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=90, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=3, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.91%	90.49%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.87%	90.49%	90.04%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.87%	90.49%	90.04%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.87%	90.49%	90.04%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.87%	90.49%	90.04%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=false}	9.51%	89.87%	90.49%	90.04%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	89.86%	90.49%	90.03%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	89.86%	90.49%	90.03%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	89.86%	90.49%	90.03%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	89.86%	90.49%	90.03%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=80, BreakTiesRandomly=true}	9.51%	89.86%	90.49%	90.03%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.52%	90.08%	90.48%	90.18%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.52%	90.08%	90.48%	90.18%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.52%	90.08%	90.48%	90.18%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.52%	90.08%	90.48%	90.18%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.52%	90.08%	90.48%	90.18%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.52%	90.01%	90.48%	90.13%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.52%	90.01%	90.48%	90.13%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.52%	90.01%	90.48%	90.13%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.52%	90.01%	90.48%	90.13%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.52%	90.01%	90.48%	90.13%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.52%	89.95%	90.48%	90.09%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.52%	89.95%	90.48%	90.09%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=true}	9.52%	89.95%	90.48%	90.09%
