Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	KeySpecification.Processormanufacturer	Processor.ClockSpeed	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Memory.Memorytype	Memory.RAMMemory	root.price	Media.OpticalDrive	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	KeySpecification.Storage	DisplayandKeyboard.ScreenResolution	Battery.BatteryRunTime
http://www.debenhamsplus.com/laptops/p/1099760/hp-elitebook-80-g3-core-i5-600u-4gb-18gb-ssd-1.5-inch-windows-7-professional-laptop	hp elitebook 820 g3 core i5-6200u 4gb 128gb ssd 12.5 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	4gb	£320.97	no optical drive	windows 7 pro	3 year warranty	12.5in	128gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1101804/lenovo-thinkpad-l460-0fu-core-i3-6100u-.3-ghz-win-7-pro-64-bit-4-gb-ram-500-gb-hdd-no-odd-14-1366-x-768-hd-hd-graphics-50-80.11ac-bluetooth-wwan-upgra	lenovo thinkpad l460 20fu core i3-6100u 4gb 500gb 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i3	6100u	500gb	ddr3l sdram	4gb	£800	no optical drive	windows 7 pro	1 year warranty	14in	500gb	1366 x 768	12.7hours
http://www.debenhamsplus.com/laptops/p/1202081/toshiba-portg-z30-c-16l-core-i7-6500u-8gb-256gb-ssd-13.3-inch-windows-10-professional-laptop	toshiba portégé z30-c-16l core i7-6500u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr3l sdram	8gb	£375.97	no optical drive	windows 10 pro	1 year warranty	13.3in	256gb	1920 x 1080	11hours
http://www.debenhamsplus.com/laptops/p/1111562/msi-titan-sli-heroes-gt80s-6qe-core-i7-6820hk-32gb-1tb-256gb-ssd-geforce-gtx-980-8gb-18.4-inch-windows-10-gaming-laptop	msi titan sli heroes gt80s 6qe core i7-6820hk 32gb 1tb + 256gb ssd geforce gtx 980 18.4 inch windows	dedicated	nvidia	geforce gtx 980	4	intel	2.7	intel core i7	6820hk	1		32gb	£644.97		windows 10	2 year warranty	18.4inch	256		
http://www.debenhamsplus.com/laptops/p/1168131/hewlett-packard-hp-probook-450-g4-core-i3-7100u-4gb-256gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	hewlett packard hp probook 450 g4 core i3-7100u 4gb 256gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.4ghz	intel core i3	7100u		ddr4 sdram	4gb	£69.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	256gb	1366 x 768	14.25hours
http://www.debenhamsplus.com/laptops/p/1205987/acer-swift-sf114-31-intel-pentium-n3710-4gb-128gb-ssd-14-inch-windows-10-laptop	acer swift sf114-31 intel pentium n3710 4gb 128gb ssd 14 inch windows 10 laptop	integrated				intel	1.6ghz	intel pentium	n3710		ddr3l sdram	4gb	£45.97	no optical drive	windows 10	1 year warranty	14in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1161958/asus-x555dg-xo100t-amd-a10-8700p-1.8-ghz-8gb-1tb-radeon-r5-m330-15.6-inch-windows-10-laptop	asus x555dg-xo100t amd a10-8700p 8gb 1tb radeon r5 m330 2gb 15.6 inch windows 10 laptop	integrated				amd	2.5ghz	amd a10	8700p	1tb	ddr3l sdram	8gb	£108.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1167251/msi-stealth-pro-gs73vr-7rf-core-i7-7700hq-16gb-2tb-256gb-ssd-geforce-gtx-1060-17.3-inch-windows-10	msi stealth pro gs73vr 7rf core i7-7700hq 16gb 2tb + 256gb ssd geforce gtx 1060 17.3 inch windows 10	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.8	intel core i7	7700hq	2	ddr4 sdram	16gb	£361.97		windows 10	2 year warranty	17.3in	256	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1115091/lenovo-thinkpad-x1-carbon-core-i7-6500u-8gb-256gb-ssd-14-inch-windows-7-professional-laptop	lenovo thinkpad x1 carbon core i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr3 sdram	8gb	£149.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	1920 x 1080	11hours
http://www.debenhamsplus.com/laptops/p/1110359/msi-gt72s-6qe-dominatorprog-core-i7-6820hk-16gb-1tb-256gb-ssd-nvidia-gtx980m-8gb-17.3-inch-fhd-windows-10-gaming-laptop	msi dominatorprog gt72s 6qe core i7-6820hk 16gb 1tb + 256gb ssd geforce gtx980m 17.3 inch windows 10	dedicated	nvidia	geforce gtx 980m	8gb	intel	2.7ghz	intel core i7	6820hk	1tb		16gb	£534.97	blu ray	windows 10	2 year warranty	17.3in	256gb		
http://www.debenhamsplus.com/laptops/p/1212825/msi-pe72-7rd-core-i7-7700hq-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050-2gb-17.3-inch-windows-10-gaming-laptop	msi pe72 7rd core i7-7700hq 8gb 1tb + 128gb ssd geforce gtx 1050 2gb 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050	2gb	intel	2.8ghz	intel core i7	7700hq	1tb		8gb	£141.97	no optical drive	windows 10	1 year warranty	17.3in	1tb		
http://www.debenhamsplus.com/laptops/p/1197265/toshiba-satellite-pro-r4-c-13k-core-i3-4gb-128gb-ssd-14-inch-windows-10-laptop	toshiba satellite pro r4-c-13k core i3 4gb 128gb ssd 14 inch windows 10 laptop	integrated				intel		intel core i3			ddr3l sdram	4gb	£92.97	no optical drive	windows 10	1 year warranty	14in	128gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1204943/new-microsoft-surface-laptop-core-i5-7200u-8gb-256gb-ssd-13.5-inch-windows-10s-ultrabook	new microsoft surface laptop core i5-7200u 8gb 256gb ssd 13.5 inch windows 10s ultrabook	integrated				intel	2.5ghz	intel core i5	7200u		lpddr3 sdram	8gb	£427.97	no optical drive	windows 10	1 year warranty	13.5in	256gb	2256 x 1504	14.5hours
http://www.debenhamsplus.com/laptops/p/1213908/acer-travelmate-p238-intel-core-i3-61100u-4gb-128gb-ssd-13.3-inch-windows-10-professional-laptop	acer travelmate p238 intel core i3-61100u 4gb 128gb ssd 13.3 inch windows 10 professional laptop	integrated	intel	hd graphics 520		intel	2.3ghz	intel core i3	61100u			4gb	£39.97	no optical drive	windows 10 pro	1 year warranty	13.3in	128gb		
http://www.debenhamsplus.com/laptops/p/1208227/acer-aspire-es1-572-core-i3-6006u-4gb-1tb-15.6-inch-windows-10-laptop-red	acer aspire es1-572 core i3-6006u 4gb 1tb 15.6 inch windows 10 laptop - red	integrated				intel	2ghz	intel core i3	6006u	1tb	ddr4 sdram	4gb	£55.97	no optical drive	windows 10	1 year warranty	15.6in	1tb	1366 x 768	6.5hours
http://www.debenhamsplus.com/laptops/p/1198810/hp-250-g5-core-i5-7200u-4gb-500gb-dvd-rw-15.6-inch-windows-10-laptop	hp 250 g5 core i5-7200u 4gb 500gb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb		4gb	£425	dvd-rw	windows 10	1 year warranty	15.6in	500gb		
http://www.debenhamsplus.com/laptops/p/1183281/hp-omen-17-w102na-core-i7-6700hq-8gb-1tb-128gb-ssd-geforce-gtx-1070-17.3-inch-windows-10-gaming-la	hp omen 17-w102na core i7-6700hq 8gb 1tb + 128gb ssd geforce gtx 1070 17.3 inch windows 10 gaming la	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.6ghz	intel core i7	i7-6700hq	1tb	ddr4 sdram	8gb	£112.97	none	windows 10 home	1 year warranty	17.3in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1186776/asus-14.1-vivobook-l402na-ga042ts-intel-core-celeron-n3350-4gb-ram-32gb-hdd-windows-10-office-laptop	"asus 14.1"" vivobook l402na-ga042ts intel core celeron n3350 4gb ram 32gb hdd windows 10 + office laptop"	integrated				intel	1.1ghz	intel celeron	n3350	32gb		4gb	£60.98	no optical drive	windows 10	1 year warranty	14.1in	32gb		
http://www.debenhamsplus.com/laptops/p/1192636/acer-travelmate-p238-m-core-i3-6100u-4gb-128gb-ssd-13.3-inch-windows-10-professional-laptop	acer travelmate p238-m core i3-6100u 4gb 128gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i3	6100u		ddr3l sdram	4gb	£103.97	no optical drive	windows 10 pro	1 year warranty	13.3in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1188413/hp-elitebook-850-g3-core-i7-6500u-8gb-256gb-ssd-15.6-inch-windows-10-professional-laptop	hp elitebook 850 g3 core i7-6500u 8gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u			8gb	£271.97	no optical drive	windows 10 pro	3 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1202119/hp-probook-650-g2-core-i5-6200u-4gb-500gb-15.6-inch-dvd-sm-windows-10-pro-laptop	hp probook 650 g2 core i5-6200u 4gb 500gb 15.6 inch dvd-sm windows 10 pro laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb		4gb	£65.99	dvd-rw	windows 10	1 year warranty	15.6in	500gb		
http://www.debenhamsplus.com/laptops/p/1170939/msi-gt73vr-6rf-core-i7-6700hq-16gb-2tb-128gb-ssd-nvidia-geforce-gtx-1080-8gb-17.3-inch-windows-10-gaming-laptop	msi gt73vr 6rf core i7-6700hq 16gb 2tb + 128gb ssd geforce gtx 1080 8gb 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1080	8gb	intel	2.6ghz	intel core i7	6700hq	2tb		16gb	£254.99	no optical drive	windows 10	1 year warranty	17.3in	2tb		
http://www.debenhamsplus.com/laptops/p/1111818/lenovo-x1-yoga-touch-i5-600u-8gb-56gb-ssd-14.0-inch-inch-wqhd-touch-win10-pro	lenovo thinkpad x1 yoga 20fq core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional convertible	integrated				intel	2.3ghz	intel core i5	6200u		lpddr3 sdram	8gb	£358.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	2560 x 1440	11hours
http://www.debenhamsplus.com/laptops/p/1170341/acer-spin-7-sp714-51-core-i7-7y75-8gb-256gb-ssd-14-inch-windows-10-convertible-laptop	acer spin 7 sp714-51 core i7-7y75 8gb 256gb ssd 14 inch windows 10 convertible laptop	integrated				intel	1.3ghz	intel core i7	i7-7y75		lpddr3 sdram	8gb	£345.98	none	windows 10	1 year warranty	14in	256gb	1920 x 1080	9hours
http://www.debenhamsplus.com/laptops/p/1165693/acer-aspire-f5-573g-core-i5-7200u-8gb-1tb-128gb-ssd-geforce-gtx-950m-dvd-rw-15.6-inch-windows-10-gaming-laptop	acer aspire f5-573g core i5-7200u 8gb 1tb + 128gb ssd geforce gtx 950m dvd-rw 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 950m	4gb	intel	2.5ghz	intel core i5	7200u	1tb	ddr4 sdram	8gb	£84.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1920 x 1080	12hours
http://www.debenhamsplus.com/laptops/p/1162480/asus-transformer-mini-intel-atom-z8350-4gb-128gb-ssd-10.1-inch-windows-10-convertible-tablet	asus transformer mini intel atom z8350 4gb 128gb ssd 10.1 inch windows 10 convertible tablet					intel	1.44ghz	atom x5	z8350	128gb	ddr3l sdram	4gb	£580	none	windows 10		10.1inch		1280 x 800	11hours
http://www.debenhamsplus.com/laptops/p/1188221/dell-latitude-5580-core-i5-7200u-4gb-500gb-15.6-inch-windows-10-professional-laptop	dell latitude 5580 core i5-7200u 4gb 500gb 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£206.97	no optical drive	windows 10 pro	1 year warranty	15.6in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1197763/asus-c201pa-fd0008-2gb-16gb-11.6-inch-chrome-os-chromebook	asus c201pa-fd0008 2gb 16gb 11.6 inch chrome os chromebook	integrated								16gb	lpddr3 sdram	2gb	£22.97	no optical drive	chrome os	1 year warranty	11.6in	16gb	1366 x 768	13hours
http://www.debenhamsplus.com/laptops/p/1149775/acer-travelmate-p648-m-73th-core-i7-6500u-2.5ghz-8gb-256gb-ssd-14-inch-windows-7-professional-laptop	acer travelmate p648-m-73th core i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£163.97	no optical drive	windows 7 pro	1 year warranty	14in	256gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1197757/toshiba-tecra-a50-c-217-core-i5-6200u-4gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	toshiba tecra a50-c-217 core i5-6200u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr3l sdram	4gb	£140.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	128gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1165396/acer-travelmate-p648-m-core-i5-6200u-8gb-128gb-ssd-14-inch-windows-10-professional-laptop	acer travelmate p648-m core i5-6200u 8gb 128gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	8gb	£224.97	no optical drive	windows 10 pro	1 year warranty	14in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1168611/acer-aspire-vx5-591g-core-i5-7300hq-8gb-1tb-128gb-ssd-geforce-gtx-1050-15.6-inch-windows-10-gaming	acer aspire vx5-591g core i5-7300hq 8gb 1tb + 128gb ssd geforce gtx 1050 15.6 inch windows 10 gaming	dedicated	nvidia	geforce gtx 1050	4gb	intel	2.5ghz	intel core i5	7300hq	1tb	ddr4 sdram	8gb		none	windows 10	1 year warranty	15.6in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1197937/dell-11-3180-celeron-n3060-4gb-16gb-ssd-11.6-inch-chrome-os-covertible-touchscreen-chromebook	dell 11 3180 celeron n3060 4gb 16gb ssd 11.6 inch chrome os covertible touchscreen chromebook	integrated				intel	1.6ghz	intel celeron	n3060		lpddr3 sdram	4gb	£46.97	no optical drive	chrome os	1 year warranty	11.6in	16gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1170478/acer-travelmate-p459-m-core-i5-6200u-8gb-1tb-15.6-inch-windows-10-professional-laptop	acer travelmate p459-m core i5-6200u 8gb 1tb 15.6 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	1tb	ddr4 sdram	8gb	£184.97	no optical drive	windows 10 pro	1 year warranty	15.6in	1tb	1920 x 1080	8hours
http://www.debenhamsplus.com/laptops/p/1132330/msi-titan-sli-gt83vr-6re-013uk-core-i7-6820hk-32gb-1tb-256gb-ssd-geforce-gtx-1070-8gb-18.4-inch-windows-10-gaming-laptop	msi titan sli gt83vr 6re-013uk core i7-6820hk 32gb 1tb + 256gb ssd geforce gtx 1070 18.4 inch window	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.7ghz	intel core i7	6820hk	1tb		32gb	£844.97		windows 10	2 year warranty	18.4inch	256gb		
http://www.debenhamsplus.com/laptops/p/1213902/acer-travelmate-spin-b1-intel-pentium-n4200-4gb-64gb-ssd-11.6-inch-windows-10-professional-convertible-laptop	acer travelmate spin b1 intel pentium n4200 4gb 64gb ssd 11.6 inch windows 10 professional convertible laptop	integrated				intel		intel pentium	n4200			4gb	£410	no optical drive	windows 10 pro	1 year warranty	11.6in	64gb		
http://www.debenhamsplus.com/laptops/p/1170431/hp-stream-14-ax000na-intel-celeron-n3060-4gb-32gb-14-inch-windows-10-laptop	hp stream 14-ax000na intel celeron n3060 4gb 32gb emmc 14 inch windows 10 laptop	integrated				intel	1.6ghz	intel celeron	n3060		ddr3l sdram	4gb	£33.97	no optical drive	windows 10	1 year warranty	14in	32gb	1366 x 768	10.75hours
http://www.debenhamsplus.com/laptops/p/1160373/dell-precision-m7510-xeon-e3-1535m-16gb-1tb-15.6-inch-windows-7-professional-laptop	dell precision m7510 xeon e3-1535m 16gb 1tb 15.6 inch windows 7 professional laptop	dedicated	amd		2gb	intel	2.9ghz	xeon	1535mv5	1tb	ddr4 sdram	16gb	£1916	no optical drive	windows 7 pro	3 year warranty	15.6in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1160904/hp-elitebook-840-g3-core-i5-6200u-2.3ghz-4gb-256gb-ssd-14-inch-windows-10-professional-laptop	hp elitebook 840 g3 core i5-6200u 4gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	4gb	£244.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	13.5hours
http://www.debenhamsplus.com/laptops/p/1184832/toshiba-tecra-a40-c-1kf-core-i5-6200u-4gb-500gb-14-inch-windows-10-professional-laptop	toshiba tecra a40-c-1kf core i5-6200u 4gb 500gb 14 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr3l sdram	4gb	£206.98	no optical drive	windows 10 pro	1 year warranty	14in	500gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1134701/microsoft-surface-pro-4-core-i7-6660u-16gb-256gb-ssd-12.3-inch-windows-10-professional-tablet	microsoft surface pro 4 core i7-6660u 16gb 256gb ssd 12.3 inch windows 10 professional tablet					intel	2.2ghz	intel core i7	i7-6650u			16gb	£76.97	none	windows 10 pro	1 year warranty	12.3inch		2736 x 1824	9hours
http://www.debenhamsplus.com/laptops/p/1185507/lenovo-ideapad-305-core-i3-5005u-8gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	lenovo ideapad 305 core i3-5005u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	5005u	1tb	ddr3l sdram	8gb	£67.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	4hours
http://www.debenhamsplus.com/laptops/p/1142604/hp-elite-x2-1012-g1-tablet-with-detachable-keyboard-core-m7-6y75-1.2-ghz-win-10-pro-64-bit-8gb-256gb-ssd-12-ips-touchscreen-full-hd-convertible-laptop	"hp elite x2 1012 g1 - tablet - with detachable keyboard - core m7 6y75 / 1.2 ghz - win 10 pro 64-bit - 8gb 256gb ssd - 12"" ips touchscreen full hd convertible laptop"	integrated				intel	1.2ghz	core m7	6y75		lpddr3 sdram	8gb	£685.97	no optical drive	windows 10 pro	3 year warranty	12in	256gb	1920 x 1280	10.25hours
http://www.debenhamsplus.com/laptops/p/1170345/acer-predator-g9-593-core-i7-6700hq-16gb-1tb-256gb-ssd-geforce-gtx-1060-dvd-rw-15.6-inch-windows-1	acer predator g9-593 core i7-6700hq 16gb 1tb + 256gb ssd geforce gtx 1060 dvd-rw 15.6 inch windows 1	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.6	intel core i7	6700hq	1	ddr4 sdram	16gb	£218.97	dvd-rw	windows 10		15.6in	256	1920 x 1080	3hours
http://www.debenhamsplus.com/laptops/p/1190993/toshiba-satellite-pro-a50-c-23p-core-i5-6200u-4gb-500gb-15.6-inch-windows-10-laptop	toshiba satellite pro a50-c-23p core i5-6200u 4gb 500gb 15.6 inch windows 10 laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr3l sdram	4gb	£84.97	dvd-rw	windows 10	1 year warranty	15.6in	500gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1203441/lenovo-ideapad-510s-core-i3-7100u-4gb-128gb-ssd-13.3-inch-windows-10-home-laptop	lenovo ideapad 510s core i3-7100u 4gb 128gb ssd 13.3 inch windows 10 home laptop	integrated				intel	2.4ghz	intel core i3	7100u			4gb	£119.99	no optical drive	windows 10	1 year warranty	13.3in	128gb		
http://www.debenhamsplus.com/laptops/p/1170891/acer-aspire-531-p5sa-intel-pentium-n3700-4gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	acer aspire 531-p5sa intel pentium n3700 4gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	1.6ghz	intel pentium	n3700	1tb	ddr3l sdram	4gb	£59.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1208253/hp-255-g5-amd-a6-7310-8gb-256gb-ssd-15.6-inch-windows-10-laptop	hp 255 g5 amd a6-7310 8gb 256gb ssd 15.6 inch windows 10 laptop	dedicated	amd	radeon r4		amd		amd a6	7310			8gb	£36.97	no optical drive	windows 10	1 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1207689/asus-zenbook-core-i7-7500u-8gb-512gb-ssd-14-inch-windows-10-laptop	asus zenbook core i7-7500u 8gb 512gb ssd 14 inch windows 10 laptop	integrated			2gb	intel	2.7ghz	intel core i7	7500u		ddr4 sdram	8gb	£143.97	no optical drive	windows 10	1 year warranty	14in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1188186/hp-probook-440-g4-core-i5-7200u-4gb-500gb-14-inch-windows-10-laptop	hp probook 440 g4 core i5-7200u 4gb 500gb 14 inch windows 10 laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£111.97	no optical drive	windows 10	1 year warranty	14in	500gb	1366 x 768	15.5hours
http://www.debenhamsplus.com/laptops/p/1199618/acer-travelmate-p449-g2-m-50wj-core-i5-7200u-8gb-1tb-14-inch-windows-10-professional-laptop	acer travelmate p449-g2-m-50wj core i5-7200u 8gb 1tb 14 inch windows 10 professional laptop	integrated				intel		intel core i5	7200u	1tb	ddr4 sdram	8gb	£194.98	no optical drive	windows 10 pro	1 year warranty	14in	1tb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1199617/acer-cb3-431-celeron-n3160-4gb-32gb-emmc-14-inch-chrome-os-chromebook-gold	acer cb3-431 celeron n3160 4gb 32gb emmc 14 inch chrome os chromebook - gold	integrated				intel		intel celeron	n3160		lpddr3 sdram	4gb	£39.97	no optical drive	chrome os	1 year warranty	14in	32gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1204744/asus-fx753-core-i7-7700hq-8gb-1tb-128gb-ssd-geforce-gtx-1050-4gb-17.3-inch-win-10-home-gaming-laptop	asus fx753 core i7-7700hq 8gb 1tb 128gb ssd geforce gtx 1050 4gb 17.3 inch full hd windows 10 home gaming laptop	dedicated	nvidia	geforce gtx 1050	4gb	intel	2.8ghz	intel core i7	i7-7700hq	1tb	ddr4 sdram	8gb	£205.97	dvdrw (r dl) / dvd-ram	windows 10 home		17.3in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1167313/msi-leopard-gp62-7rd-079uk-core-i5-7300hq-8gb-1tb-128gb-ssd-geforce-gtx-1050-dvd-rw-15.6-inch-windows-10-gaming-laptop	msi leopard gp62 7rd-079uk core i5-7300hq 8gb 1tb+ 128gb ssd geforce gtx 1050 dvd-rw 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050	2gb	intel	2.5ghz	intel core i5	7300hq	1tb		8gb	£184.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1203563/asus-vivobook-intel-celeron-n3060-4gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	asus vivobook intel celeron n3060 4gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	1.6ghz	intel celeron	n3060	1tb	ddr3l sdram	4gb	£32.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1214120/gigabyte-p56xt-cf2-core-i7-7700hq-16gb-2tb-256gb-ssd-geforce-gtx-1070-dvd-rw-15.6-inch-windows-10-gaming-laptop	gigabyte p56xt-cf2 core i7-7700hq 16gb 2tb + 256gb ssd geforce gtx 1070 dvd-rw 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.8ghz	intel core i7	7700hq	2tb		16gb	£1702	dvd-rw	windows 10	2 year warranty	15.6in	2tb		
http://www.debenhamsplus.com/laptops/p/1192926/hp-elitebook-x360-1030-g2-core-i5-7200u-8gb-256gb-ssd-13.3-inch-windows-10-professional-laptop	hp elitebook x360 1030 g2 core i5-7200u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	8gb	£168.97	no optical drive	windows 10 pro	3 year warranty	13.3in	256gb	1920 x 1080	16.5hours
http://www.debenhamsplus.com/laptops/p/1129728/lenovo-ideapad-305-core-i3-5005u-8gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	lenovo ideapad 305 core i3-5005u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	5005u	1tb	ddr3l sdram	8gb	£49.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	4hours
http://www.debenhamsplus.com/laptops/p/1211890/acer-travelmate-p259-m-intel-core-i5-7200u-4gb-128gb-ssd-windows-10-pro-laptop	acer travelmate p259-m intel core i5-7200u 4gb 128gb ssd windows 10 pro laptop	integrated				intel		intel core i5	7200u			4gb	£44.97	no optical drive	windows 10 pro	1 year warranty	15.6in	128gb		
http://www.debenhamsplus.com/laptops/p/1195438/dell-lattitude-e7280-core-i7-7600u-16gb-256gb-ssd-12.5-inch-windows-10-pro-laptop	dell lattitude e7280 core i7-7600u 16gb 256gb ssd 12.5 inch windows 10 pro laptop	integrated				intel	2.8ghz	intel core i7	7600u		ddr4 sdram	16gb	£345.97	no optical drive	windows 10	3 year warranty	12.5in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1205919/new-apple-macbook-pro-core-i5-2.3ghz-8gb-256gb-13-inch-laptop-space-grey	new apple macbook pro core i5 2.3ghz 8gb 256gb 13 inch laptop - space grey	integrated				intel	2.3ghz	intel core i5			lpddr3 sdram	8gb	£1355	no optical drive	os x 10.12 sierra	1 year warranty	13.3in	256gb	2560 x 1600	10hours
http://www.debenhamsplus.com/laptops/p/1160647/hp-elitebook-820-g3-core-i5-6200u-2.3ghz-4gb-500gb-12.5-inch-windows-10-professional-laptop	hp elitebook 820 g3 core i5-6200u 4gb 500gb 12.5 inch windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u	500gb	ddr4 sdram	4gb	£274.97	no optical drive	windows 10 pro	3 year warranty	12.5in	500gb	1366 x 768	9.75hours
http://www.debenhamsplus.com/laptops/p/1167246/msi-dominator-gt62vr-7rd-core-i7-7700hq-16gb-1tb-256gb-ssd-geforce-gtx-1060-15.6-inch-windows-10-g	msi dominator gt62vr 7rd core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1060 15.6 inch windows 10 g	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.8	intel core i7	i7-7700hq	1	ddr4 sdram	16gb	£314.97		windows 10	2 years warranty	15.6in	256	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1166217/toshiba-z50-c-140-core-i7-6600u-16gb-256gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	toshiba z50-c-140 core i7-6600u 16gb 256gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.6ghz	intel core i7	6600u		ddr3l sdram	16gb	£228.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	256gb	1920 x 1080	7hours
