Resource URI|root.title|root.price|PackageContents.PackageContents|BatteryInformation.RemoteControllerBattery|MediaSupported.DecoderFormat|MediaSupported.Videoformat|MediaSupported.Audioformat|MediaSupported.Support5.1SurroundSoundOutput|General.Type|General.RAM|General.GPU|General.Brand|General.Model|General.Processor|General.CPU|General.Core|General.Color|General.RAMType|General.ROM|Custom.SSD|PowerRequirement.PowerInputVol|PowerRequirement.PowerAdapterOutput|PowerRequirement.PowerAdapterInput|PowerRequirement.PowerType|DimensionandWeight.Productweight|DimensionandWeight.Productsize(LxWxH)|ProductDetails.Antenna|ProductDetails.5GWiFi|ProductDetails.PowerComsumption|ProductDetails.PowerSupply|ProductDetails.Interface|ProductDetails.HDMIVersion|ProductDetails.Bluetooth|ProductDetails.RJ45PortSpeed|FirmwareInformation.WiFiChip|FirmwareInformation.SystemBit|General.MaximumExternalHardDrivesCapacity|General.System|ProductDetails.WIFI|ProductDetails.HDMIFunction
http://www.gearbest.com/tv-box-mini-pc/pp_401684.html|scishion v88 tv box rockchip 3229 quad core|$23.99|1 x scishion v88 tv box, 1 x power charger adapter, 1 x hdmi cable, 1 x remote control, 1 x english manual |no |h.264,h.265 |4k,avi,dat,mkv,mov,mpeg,mpg,rm,vc-1,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |1g |mali-400 ||v88 ||rk3229 |1.5ghz,quad core |black |ddr3 |8g ||5v |5v 2a ||external power adapter mode |0.1430 kg |11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches ||no |no |charge adapter |av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 |2|unsupport |no |unknown |32bit |16gb|android 5.1 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_628424.html|mx9 pro tv box|$49.49|1 x mx9 pro tv box, 1 x hdmi cable, 1 x english user manual, 1 x remote control, 1 x power adapter ||h.263,h.264,h.265,hd mpeg4 |asf,dat,flv,iso,mkv,mov,mpeg,mpg,ts,vob,vp9,wmv |aac,ape,ddp,flac,hd,mp3,ogg,wav,wma |yes |tv box |2g |mali-450 |||rk3328 |cortex a53 |quad core ||ddr3 |16g |||||external power adapter mode |0.2000 kg |14.00 x 9.00 x 2.00 cm / 5.51 x 3.54 x 0.79 inches |||10w |charge adapter |av,dc power port,hdmi,rj45,usb2.0,usb3.0 |2|bluetooth4.0 |100m |8723|64bit |64gb |android 7.1 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_614300.html|minix z83 - 4 windows 10 tv box + minix k2 mini keyboard|$220.15|1 x minix z83 - 4 tv box, 1 x minix k2 keyboard, 1 x usb cable, 1 x antenna, 1 x power adapter, 1 x hdmi cable, 2 x english manual |2 x aaa batteries |h.264,h.265,hd mpeg1/2/4,realvideo8/9/10 |1080p,4k,4k x 2k,rm,rmvb,vc-1 |aac,ac3,acc,ddp,dts,hd,mp3,ogg,truehd,wav,wma |no |tv box |4g |intel hd graphic |minix |z83 - 4 ||intel atom x5-z8350 |quad core ||ddr3l |32g |||||external power adapter mode |0.9520 kg |26.00 x 13.00 x 5.00 cm / 10.24 x 5.12 x 1.97 inches ||yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,tf card,usb2.0,usb3.0 |1.4||||64bit |16gb|windows 10 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_590407.html|chuwi hibox mini pc android 5.1 + window 10 dual os 64bit|$119.99|1 x chuwi hibox mini pc, 1 x power adapter, 1 x hdmi cable, 1 x bracket, 4 x screw, 1 x english user manual, 1 x remote control |2 x aaa ( not included ) |h.263,h.264,h.265,hd mpeg4 |3gp,avi,mkv,mp4,mpeg4 |aac,amr-nb,amr-wb,flac,ogg |yes |mini pc |4g ram |intel hd graphic |chuwi |hibox |intel atom x5-z8350 ||quad core |black |ddr3 |64g rom |||||external power adapter mode |0.2000 kg |12.00 x 12.00 x 2.50 cm / 4.72 x 4.72 x 0.98 inches ||yes |0.22w |charge adapter |3.5mm audio,dc power port,ethernet,hdmi,sd card slot,usb2.0,usb3.0 |1.4|bluetooth4.0 |1000m / 100m |no |64bit |128g |android 5.1,windows 10 |802.11 a/b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_645362.html|tx2 - r2 tv box rk3229|$29.69|1 x tx2 - r2 tv box, 1 x remote controller, 1 x charger adapter, 1 x hdmi cable |2 x 3v aaa battery ( not included ) |avs,h.264/avc,h.265/avc,hd avc/vc-1,hd mpeg1/2/4,realvideo8/9/10,xvid/divx3/4/5/6 |4k x 2k,avs,h.264,h.265,iso,mkv,mov,mp4,mpeg1,mpeg2,rm,vc-1,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,oga,truehd,wav,wma ||tv box |2g |mali400mp2 ||tx2 - r2 |rk3229 |arm cortex-a7,rk3229 |1.5ghz ||ddr3 |16g |||5v 2a |100-240v / 50-60hz |external power adapter mode |0.1230 kg |10.50 x 10.50 x 1.00 cm / 4.13 x 4.13 x 0.39 inches ||||charge adapter |av,dc 5v,hdmi,lan,spdif,tf card,usb2.0 |2|bluetooth2.0 |||32bit |128g |android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_274251.html|minix neo u1 smart tv android box|$137.58|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_614298.html|minix z83 - 4 windows 10 tv box + minix k2 mini keyboard|$220.15|1 x minix z83 - 4 tv box, 1 x minix k2 keyboard, 1 x usb cable, 1 x antenna, 1 x power adapter, 1 x hdmi cable, 2 x english manual |2 x aaa batteries |h.264,h.265,hd mpeg1/2/4,realvideo8/9/10 |1080p,4k,4k x 2k,rm,rmvb,vc-1 |aac,ac3,acc,ddp,dts,hd,mp3,ogg,truehd,wav,wma |no |tv box |4g |intel hd graphic |minix |z83 - 4 ||intel atom x5-z8350 |quad core ||ddr3l |32g |||||external power adapter mode |0.9520 kg |26.00 x 13.00 x 5.00 cm / 10.24 x 5.12 x 1.97 inches ||yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,tf card,usb2.0,usb3.0 |1.4||||64bit |16gb|windows 10 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_484217.html|scishion v88 plus box smart tv android system|$28.99|1 x scishion v88 plus tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265,realvideo8/9/10 |avi,dat,h.264,h.265,iso,mkv,mov,mp4,mpeg,mpg,rm,vc-1,vp8,vp9,wmv |aac,flac,mp3,ogg,rm,wma |yes |tv box |2g |mali-400 |scishion |v88 plus ||rk3229 |1.5ghz,quad core |black |ddr3 |8g |||5v 2a ||external power adapter mode |0.1430 kg |11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches ||no ||charge adapter |av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 |2|||6051p |32bit |500gb |android 5.1,android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_627119.html|a95x a1 tv box|$27.99|1 x a95x a1 android tv box, 1 x power adapter (5v 2a ), 1x remote control, 1 x english user manual, 1 x hdmi cable ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,rm,rmvb,ts,wmv |aac,ac3,ape,ddp,dts,flac,hd,ogg,truehd,wav,wma ||tv box |1g |mali-450 mp |a95x |a95x a1 |s905x |cortex a53 |2.0ghz,quad core ||ddr3 |8g |||||external power adapter mode |0.1200 kg |9.30 x 9.30 x 1.50 cm / 3.66 x 3.66 x 0.59 inches |no ||5v 2a |charge adapter |spdif,tf card,usb2.0 |2||100m ||64bit ||android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_367841.html|r - box 4k hd android tv smart box 32bit|$44.23|1 x r - box 4k hd tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,avs,h.263,h.264,h.264/avc,h.265,h.265/avc "|divx,flv,m4v,mp4,mvc,pmp,rm,rmvb,rv,vob,vp6,vp8 |aac,amr-nb,amr-wb,ape,flac,m4a,mp3,ogg,wav,wma ||tv box |2g ram |mali-400 ||r - box ||rk3229 |cortex a7,quad core |black,silver |lpddr3 |8g rom ||5v |5v 2a ||external power adapter mode |0.1300 kg |11.60 x 11.60 x 2.10 cm / 4.57 x 4.57 x 0.83 inches |no |||charge adapter |dc power port,hdmi,optical,rj45,tf card,usb2.0 ||bluetooth4.0 |||32bit |32gb |android 5.1.1 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_614945.html|minix z83 - 4 windows 10 tv box + minix k1 mini keyboard|$211.21|1 x minix z83 - 4 tv box, 1 x minix k1 keyboard, 1 x usb cable, 1 x antenna, 1 x power adapter, 1 x hdmi cable, 2 x english manual ||h.263,h.264,h.265,hd mpeg4,realvideo8/9/10 |avc,h.265,mpeg1,mpeg2,mpeg4,rmvb,vc-1 |aac,ac3,ddp,dts,flac,hd,mp3,ogg,wav,wma |yes |tv box |4g |intel hd graphic |minix |z83 - 4 ||intel atom x5-z8350 |quad core |black |ddr3l |32g |||12v 3a ||external power adapter mode |0.8470 kg |12.70 x 12.70 x 2.40 cm / 5 x 5 x 0.94 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 |1.4||||64bit ||windows 10 |802.11 ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_276274.html|mxv+ s905 box tv android 5.1|$47.04|1 x mxv+ s905 tv box, 1 x power adapter, 1 x remote controller, 1 x hdmi cable, 1 x english manual |||avi,m2ts,mkv,mpg,rmvb,ts,vob |aac,ac3,dts,mp3,wav,wma ||tv box |1g ram |||mxv+ s905 ||amlogic s905 |quad core |black |ddr3 |8g rom |||||external power adapter mode |0.2540 kg |12.00 x 12.00 x 3.60 cm / 4.72 x 4.72 x 1.42 inches ||||charge adapter |dc 5v,hdmi,lan,spdif,tf card,usb2.0 |||||64bit ||android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_493136.html|k8 mini pc usb 3.0 foldable keyboard|$156.61|1 x mini pc, 1 x power adapter, 1 x hdmi cable, 1 x english manual |no |h.263,h.264 |mpeg1,mpeg2,mpeg4,vc-1,wmv |aac,aac+,ac3,eaac+,mp3,wma |yes |gaming,mini pc |4g |intel hd graphic 5500 ||k8 ||intel z8300 |2.0ghz,quad core |black |ddr3 |64g |||||external power adapter mode |0.5000 kg |38.50 x 12.00 x 1.50 cm / 15.16 x 4.72 x 0.59 inches ||yes |no |charge adapter |3.5mm audio,dc power port,hdmi,reset port,tf card,usb2.0,usb3.0,vga |1.4|bluetooth4.0 |no |mo |64bit |128gb |||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_612218.html|minix neo u9 - h tv box + minix a3 air mouse|$152.99|1 x minix neo u9 - h tv box, 1 x otg cable, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x remote controller, 1 x antenna, 1 x minix a3 air mouse, 1 x usb receiver, 1 x english user manual |2 x aaa batteries ( not included ) |"""hd mpeg1/2/4,h.263,h.264,h.265 "|3gp,avi,flv,iso,m2ts,mkv,mov,mp4,mpeg,tp,ts,vob |aac,ddp,dts,flac,oga,ogg,wav,wma ||tv box |2g ram |arm mali-t820mp3 |minix |neo u9 - h |amlogic s912-h |cortex a53 |octa core ||ddr3 |16g rom |||||external power adapter mode |0.2780 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches ||yes ||charge adapter |3.5mm audio,av,dc 5v,dc power port,hdmi,otg,rj45,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |64gb |android 6.0.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_273234.html|minix neo u1 tv box android 5.1.1|$104.99|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x english manual for tv box |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.2780 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |128gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_366029.html|sunvell t95m 4k hd smart android box tv 64bit|$39.99|1 x sunvell t95m tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,hd mpeg4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|asf,avi,dat,flv,h.264,h.265,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,wav,wma |no |tv box |2g ram |mali-450 |sunvell |t95m ||amlogic s905x |2.0ghz,quad core |black |ddr3 |8g rom ||5v |5v 2a ||external power adapter mode |0.1340 kg |11.30 x 11.30 x 2.40 cm / 4.45 x 4.45 x 0.94 inches ||no ||charge adapter |hdmi,micro sd card slot,rj45,usb2.0 |2|support |||64bit |500gb |android 6.0 |ieee 802.11 b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_608002.html|voyo vmac mini pc apollo laken4200 cpu windows 10.1|$284.84|1 x voyo vmac mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |no |h.263,h.264 |1080p,4k,4k x 2k |aac,acc |no |mini pc |8g ram |arm mali-t820mp3 |voyo |vmac |apollo lake n4200 |apollo laken4200 |quad core ||ddr3l |32g rom |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |1|charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |2|unsupport |1|no |64bit ||windows 10.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_273238.html|minix neo u1 box android tv|$104.99|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x english manual for tv box |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |128gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_592794.html|tx8 mini smart mini android box 2gb ddr3 + 16gb|$73.92|1 x tx8 mini tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english user manual ||h.264,h.265,hd mpeg4 |4k x 2k,h.264,h.265,mpeg-1,mpeg2,mpeg4,vc-1,vp9 profile-2,wmv |aac,ac3,amr-wb,ape,dts,flac,mp3,ogg,wma |yes |tv box |2g ram |mali-t820mp3 ||tx8 mini |amlogic s912 |cortex a53 |octa core ||ddr3 |16g rom |||5v 2a ||external power adapter mode |0.1710 kg |10.30 x 10.30 x 2.30 cm / 4.06 x 4.06 x 0.91 inches |no |yes |10w |charge adapter |dc 5v,hdmi,rj45,spdif,tf card,usb2.0 ||bluetooth4.0 |10/100m/1000m |qualcomm 9377 |64bit |32gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_633835.html|mecool m8s pro tv box|$69.99|1 x mecool m8s pro android 7.1 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa batteries ( not included ) |h.265 |avi,rm,rmvb,ts,vob |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram,3g ram |arm mali-t820mp3 |mecool |m8s pro |amlogic s912 |arm cortex-a53 |1.5ghz,octa core ||ddr4 |16g rom,32g rom |||||external power adapter mode |0.1100 kg |10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches ||yes ||charge adapter |av,dc 5v,hdmi,lan,tf card,usb2.0 |2|bluetooth 4.1 ||qca9377 |64bit |32gb |||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_414774.html|sunvell t95 max tv android box quad core amlogic s905|$65.96|1 x sunvell t95 max set-top box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |||2g ram |mali-450 |sunvell |t95 max |amlogic s905 |amlogic s905 |2.0ghz,quad core |black |ddr3 |32g rom |||5v 2a ||external power adapter mode |0.4000 kg |16.00 x 11.00 x 2.50 cm / 6.3 x 4.33 x 0.98 inches ||yes ||charge adapter |av,dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 ||bluetooth4.0 |||64bit ||android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_630434.html|sunvell t95d tv box|$23.99|1 x sunvell t95d tv box, 1 x power adapter, 1 x hdmi cable, 1 x remote control, 1 x english user manual ||h.265 |4k,asf,avi,dat,flv,iso,mkv,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,wav,wma ||tv box |1g ram |mali-400 |sunvell |t95d ||rk3229 |quad core |black |ddr3 |8g rom |||||external power adapter mode |0.1500 kg |10.20 x 10.20 x 2.30 cm / 4.02 x 4.02 x 0.91 inches |||5w |charge adapter |tf card,usb2.0 |||100m ||64bit |32gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_650617.html|mxq pro smart tv box|$36.35|1 x mxq pro amlogic s905x smart tv box, 1 x remote control, 1 x hdmi cable ||h.264 |avi,dat,iso,mkv,mov,mp4,mpeg,vc-1,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |1g ram |mali-450 |mxq |pro |s905x |arm cortex-a53 |2.0ghz,quad core ||ddr3 |8g rom |||||external power adapter mode |0.2000 kg |11.30 x 11.30 x 2.40 cm / 4.45 x 4.45 x 0.94 inches |no ||5w |charge adapter ||1.4|unsupport |100m |rt8189 |64bit |32gb |android 6.0 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_569430.html|rupa a5x media box tv android 6.0|$54.5|1 x rupa a5x tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |aaa |h.263 |4k |aac |no |mini pc |2g ram |mali-450 mp |rupa |a5x ||amlogic s905x |quad core |black |ddr3 |16g rom |||5v 2a ||external power adapter mode |0.1800 kg |11.20 x 11.20 x 2.20 cm / 4.41 x 4.41 x 0.87 inches ||no |10w |charge adapter |av,dc power port,hdmi,optical,rj45,tf card,usb2.0 |2|bluetooth4.0 |100m |8723bs |64bit |64gb |||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_449446.html|sunvell t95rpro mini android box amlogic s912 octa core|$71.02|1 x sunvell t95rpro tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.265/avc,hd avc/vc-1,hd mpeg1/2/4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6,xvid/divx4/5/6 "|1080p,4k,4k x 2k,avc,avi,avs,flv,mjpeg,mkv,mov,mp4,mpeg,mpeg-1,mpeg-4,mpeg1,mpeg2,mpeg4,mpg,mvc,rm,rmvb,vp9,vp9 profile-2,vp9-10 profile-2,wmv |acc,flac,mp3,mpeg,oga,ogg,truehd,wav |no |tv box |2g |arm mali-t820mp3 |sunvell |t95rpro ||amlogic s912 |2.0ghz,octa core |black |ddr3 |16g ||5v |5v 2a ||external power adapter mode |0.400 kg |13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches ||yes ||charge adapter |av,dc power port,hdmi,optical,rj45,sd card slot,usb2.0 |2|bluetooth4.0 |||64bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_424948.html|r9 plus tv android box rockchip 3229 quad core|$37.43|1 x r9 plus tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||avs,h.264,h.265 |1080p,3gp,4k x 2k,asf,divx,flv,h.263,h.264,h.265,m4v,mjpeg,mkv,mp4,mpeg-1,mpeg-4,mpeg2,mvc,pmp,rm,rmvb,rv,rv10,vc-1,vob,vp6,vp8,vp9,wmv |aac,ape,flac,m4a,mp3,ogg,wav,wma |no |tv box |1g |mali-400 ||r9 plus ||rk3229 |quad core |black |ddr3 |8g ||5v |||external power adapter mode |0.2300 kg |11.60 x 11.60 x 2.10 cm / 4.57 x 4.57 x 0.83 inches ||no ||charge adapter |av,dc 5v,hdmi,rj45,sd card slot,spdif,usb2.0 |2||||64bit |32gb |android 5.1 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_503487.html|alfawise h96 pro+ tv box|$67.99|1 x alfawise h96 pro+ tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.263,h.264,h.265 |asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,mp3,ogg,wav,wma |yes |tv box |3gb |arm mali-t820mp3 ||h96 pro+ ||amlogic s912 |2.0ghz,octa core |black |ddr3 |32g ||5v |||external power adapter mode |0.2500 kg |10.70 x 10.70 x 2.00 cm / 4.21 x 4.21 x 0.79 inches ||yes ||charge adapter |av,dc power port,ethernet,hdmi,spdif,tf card,usb2.0 |2|support |||64bit |2tb |android 7.1 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_493138.html|bm8 pro android 6.0 box tv|$78.77|1 x bm8 pro tv box, 1 x power adapter, 1 x ir remote control, 1 x hdmi cable, 1 x english manual ||"""hd mpeg1/2/4,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|asf,avi,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g |arm mali-t820mp3 ||bm8 pro ||amlogic s912 |2.0ghz,octa core |black |ddr3 |32g |||||external power adapter mode |0.108 kg |9.80 x 9.80 x 2.60 cm / 3.86 x 3.86 x 1.02 inches ||yes ||charge adapter |av,dc 5v,ethernet,hdtv in,tf card,usb2.0 |2|bluetooth4.0 |||64bit |512gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_650616.html|mxq pro smart tv box|$36.35|1 x mxq pro amlogic s905x smart tv box, 1 x remote control, 1 x hdmi cable ||h.264 |avi,dat,iso,mkv,mov,mp4,mpeg,vc-1,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |1g ram |mali-450 |mxq |pro |s905x |arm cortex-a53 |2.0ghz,quad core ||ddr3 |8g rom |||||external power adapter mode |0.2000 kg |11.30 x 11.30 x 2.40 cm / 4.45 x 4.45 x 0.94 inches |no ||5w |charge adapter ||1.4|unsupport |100m |rt8189 |64bit |32gb |android 6.0 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_639835.html|voyo v1 vmac mini pc|$156.76|1 x voyo v1 vmac mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264 |h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g ram |intel hd graphic |voyo |v1 vmac |apollo lake n3450 |apollo lake n3450 |quad core ||ddr3l |32g rom |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit ||windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_463456.html|mecool kii pro tv box quad core amlogic s905 android 5.1.1|$68.99|1 x mecool kii pro tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.265/avc,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|avi,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,mp3,wma |no |tv box |2g ram |mali-450 |mecool |kii pro |amlogic s905 |amlogic s905 |2.0ghz,quad core |black |ddr3 |16g rom ||12v |||external power adapter mode |0.1920 kg |13.20 x 12.20 x 3.30 cm / 5.2 x 4.8 x 1.3 inches ||yes ||charge adapter |av,cvbs/l/r,dc power port,dvb-s2,dvb-t2,micro sd card slot,rj45,spdif,usb2.0 |2|bluetooth4.0 |||64bit ||android 5.1.1 |802.11 b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_614304.html|minix neo u1 live tv box + minix neo a3 air mouse|$144.56|1 x minix neo u1 tv box, 1 x otg cable, 1 x power adapter, 1 x micro usb cable, 1 x hdmi cable, 1 x antenna, 1 x usb receiver, 1 x minix neo a3 air mouse, 1 x remote controller, 2 x english user manual, 1 x bilingual manual in english and chinese |2 x aaa ( not included ) |h.263,h.264,h.265,hd mpeg4 |avi,dat,divx,flv,h.264,h.265,hdmov,mkv,mov,mpeg,mpeg1,mpeg2,mpg,pmp,rm,rmvb,tp,vob,wmv |ac3,flac ||tv box |2g |mali-450 |minix |neo u1 ||cortex a53 |quad core |black |ddr3 |16g ||5v |5v 3a ||external power adapter mode |0.7600 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches ||||charge adapter |kensington lock,otg,tf card,usb2.0 |||||64bit |64gb |android 5.1.1 ||
