Resource URI|root.title|root.price|PackageContents.PackageContents|BatteryInformation.RemoteControllerBattery|MediaSupported.DecoderFormat|MediaSupported.Videoformat|MediaSupported.Audioformat|MediaSupported.Support5.1SurroundSoundOutput|General.Type|General.RAM|General.GPU|General.Brand|General.Model|General.Processor|General.CPU|General.Core|General.Color|General.RAMType|General.ROM|Custom.SSD|PowerRequirement.PowerInputVol|PowerRequirement.PowerAdapterOutput|PowerRequirement.PowerAdapterInput|PowerRequirement.PowerType|DimensionandWeight.Productweight|DimensionandWeight.Productsize(LxWxH)|ProductDetails.Antenna|ProductDetails.5GWiFi|ProductDetails.PowerComsumption|ProductDetails.PowerSupply|ProductDetails.Interface|ProductDetails.HDMIVersion|ProductDetails.Bluetooth|ProductDetails.RJ45PortSpeed|FirmwareInformation.WiFiChip|FirmwareInformation.SystemBit|General.MaximumExternalHardDrivesCapacity|General.System|ProductDetails.WIFI|ProductDetails.HDMIFunction
http://www.gearbest.com/tv-box-mini-pc/pp_649082.html|m96x smart tv box|$46.14|1 x m96x amlogic s905x smart tv box, 1 x power adapter, 1 x remote control, 1 x english user manual ||h.265 |asf,avi,dat,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob |aac,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |mali-450 ||m96x |s905x |arm cortex-a53 |quad core ||ddr3 |8g rom |||||external power adapter mode |0.2800 kg |9.60 x 9.60 x 2.00 cm / 3.78 x 3.78 x 0.79 inches |||2.5w |charge adapter |dc power port,hdmi,optical,tf card,usb2.0,usb3.0 |2||10 / 100m |ap6335 |64bit ||android 7.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_452950.html|sunvell t95u - pro android 6.0 tv box|$59.99|1 x sunvell t95u - pro smart box, 1 x charger, 1 x hdmi cable, 1 x remote control ||h.264,h.265,realvideo8/9/10 |1080p,4k x 2k,avi,dat,iso,mkv,mov,mp4,mpeg,mpeg-1,mpeg-4,mpeg2,mpg,rm,vc-1,vp9,wmv |aac,ac3,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g |arm mali-t820mp3 |sunvell |t95u - pro |amlogic s912 |amlogic s912 |2.08ghz |red |ddr3 |16g |||||external power adapter mode |0.3000 kg |13.00 x 13.00 x 3.00 cm / 5.12 x 5.12 x 1.18 inches ||yes ||charge adapter |av,dc 5v,hdmi,optical,rj45,tf card,usb2.0 |1|bluetooth4.0 |||64bit |1tb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_424840.html|m95 amlogic s905x quad core android tv set box|$37.34|1 x m95 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 |1080p,4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |1g ram |mali-450 ||m95 |amlogic s905 |amlogic s905 |2.0ghz,quad core |black |ddr3 |8g rom |||5v 2a ||external power adapter mode |0.1300 kg |9.00 x 9.00 x 2.00 cm / 3.54 x 3.54 x 0.79 inches ||||charge adapter |av,dc power port,hdmi,micro sd card slot,rj45,usb2.0 |||||64bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_627110.html|a95x a1 tv box|$27.99|1 x a95x a1 android tv box, 1 x power adapter (5v 2a ), 1x remote control, 1 x english user manual, 1 x hdmi cable ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,rm,rmvb,ts,wmv |aac,ac3,ape,ddp,dts,flac,hd,ogg,truehd,wav,wma ||tv box |1g |mali-450 mp |a95x |a95x a1 |s905x |cortex a53 |2.0ghz,quad core ||ddr3 |8g |||||external power adapter mode |0.1200 kg |9.30 x 9.30 x 1.50 cm / 3.66 x 3.66 x 0.59 inches |no ||5v 2a |charge adapter |spdif,tf card,usb2.0 |2||100m ||64bit ||android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_624888.html|mini m8s pro tv box|$52.99|1 x mini m8s pro tv box, 1 x power adapter, 1 x remote control, 1 x hdmi cable ||h.263,h.264,h.265,hd mpeg4 |4k,avi,dat,iso,mkv,mp4,mpeg,rm,wmv |aac,dts,flac,mp3,ogg,rm,truehd,wma |yes |tv box |2g |arm mali-t820mp3 ||mini m8s pro |amlogic s912 |cortex a53 |octa core ||ddr3 |32g |||||external power adapter mode |0.1840 kg |11.00 x 11.00 x 1.75 cm / 4.33 x 4.33 x 0.69 inches |yes |yes |6w |charge adapter |dc power port,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |1000m |9377|64bit |32gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_272898.html|measy b4ts android tv media player box|$46.76|1 x measy b4ts tv box, 1 x power adapter, 1 x remote controller, 1 x english manual |||4k,dat,divx,h.264,h.265,iso,mkv,mov,mpeg-1,mvc,real media,rm,rmvb,ts,vc-1,wmv |aac,ac3,ape,ddp,flac,mp3,ogg,wav,wma ||tv box |1g ram |mali-450 |measy |b4ts ||amlogic s905 |quad core |black |ddr3 |8g rom |||||external power adapter mode ||11.50 x 11.46 x 2.44 cm / 4.53 x 4.51 x 0.96 inches ||||charge adapter |dc 5v,hdmi,micro sd card slot,optical,rj45,spdif,usb2.0 ||||2.4g |64bit |32gb |android 5.1.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_576024.html|voyo v1 mini pc intel pentium n4200|$215.99|1 x voyo v1 mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |aaa |h.263,h.264 |4k,4k x 2k |aac |yes |mini pc |4g ram |intel hd graphic |voyo |v1 ||intel pentium n4200 |quad core |golden,rose gold,royal blue |ddr3l |32g rom |120gb ||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |yes |64bit |512gb |windows 10.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_464204.html|guleek glk200 amlogic s905 quad-core tv media box|$31.39|1 x guleek glk200 tv box, 1 x remote control, 1 x hdmi extension cable, 1 x charger adaptor, 1 x english manual ||h.264,h.265 |1080p,4k,avs,h.264,h.265 |aac,ac3,ape,dts,flac,mp3,ogg,wav,wma |yes |tv box |1g |mali-450 |guleek |glk200 ||amlogic s905 |2.0ghz |black |ddr3 |8g |||||external power adapter mode |0.2000 kg |11.70 x 11.70 x 2.60 cm / 4.61 x 4.61 x 1.02 inches ||no ||usb port |av,dc 5v,ethernet,hdmi,sd card slot,spdif,tf card,usb2.0 |1||||64bit |128gb |android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_607797.html|voyo vmac mini pc|$235.99|1 x voyo vmac mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |"""hd mpeg1/2/4,avs,h.263,h.264,h.264/avc,h.265,h.265/avc,hd avc/vc-1,hd mpeg1/2/4,hd mpeg4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6,xvid/divx4/5/6 "|1080p,3d,4k,asf,avc,avi,avs,dat,m2ts,m4v,mjpeg,mkv,mp4,mpeg2,mpg,mvc,vp9 |aac,ac3,afe,dts,flac,hd,mp3,oga,ogg,qcp,rm,wav |yes |mini pc |8gb |intel hd graphic 5500 |voyo |vmac ||apollo lake n4200 |quad core ||ddr3l |32g emmc + 128g ssd |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc 5v,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |no |64bit ||windows 10.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_638551.html|t9 s912 tv box|$68.42|1 x t9 s912 tv box, 1 x dc 5v power adapter, 1 x remote control, 1 x male to male hdmi cable, 1 x english user manual |2 x aaa battery ( not included ) |h.264,h.265,hd mpeg1/2/4 |4k,avi,flv,h.264,h.265,m2ts,mkv,mp4,mpeg-1,mpeg-4,real media,rmvb,ts,vc-1,vob |aac,ac3,dts,mp3,ogg,wav,wma ||tv box |2g |arm mali-t820mp3 ||t9 s912 |amlogic s912 |amlogic s912 |1.5ghz ||ddr3 |16g |||||rechargeable |0.1550 kg |12.50 x 12.50 x 2.50 cm / 4.92 x 4.92 x 0.98 inches ||yes ||charge adapter |av,dc 5v,ethernet,hdmi,lan,tf card,usb2.0 |2|bluetooth4.0 |||64bit |64gb |android 6.0.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_591550.html|mecool bb2 pro tv box android 6.0 3gb ddr4 + 16gb|$73.99|1 x tv box, 1 x hdmi cable, 1 x remote control, 1 x power adaptor, 1 x english user manual, 1 x wifi antenna ||h.264,h.265,hd mpeg4 |asf,avi,avs,dat,flv,h.264,h.265,iso,mkv,mpeg,mpg,rm,rmvb,ts,vob,vp9 profile-2,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |no |tv box |3g ram |arm mali-t820mp3 |mecool |bb2 pro |amlogic s912 |amlogic s912 |octa core ||ddr4 |16g rom |||||external power adapter mode |0.2060 kg |10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches |yes |yes |8w |charge adapter |av,dc 5v,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |10/100m/1000m rgmii ||64bit |32gb |android 6.0 |802.11 b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_597285.html|mecool km8 p android setup box|$35.99|1 x km8 p tv box, 1 x hdmi cable, 1 x user manual, 1 x power adapter, 1 x ir remote control |2 x aaa battery (not included) |h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |1g |arm mali-t820mp3 |mecool |km8 p |amlogic s912 |cortex a53 |octa core ||ddr3 |8g |||||external power adapter mode |0.0900 kg |9.70 x 9.70 x 1.70 cm / 3.82 x 3.82 x 0.67 inches |no |no |8w |charge adapter |av,dc power port,hdmi,rj45,tf card,usb2.0 |2||100m ||64bit |128gb |android 7.1 |802.11b/g/n |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_576023.html|voyo v1 mini pc intel pentium n4200|$215.99|1 x voyo v1 mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |aaa |h.263,h.264 |4k,4k x 2k |aac |yes |mini pc |4g ram |intel hd graphic |voyo |v1 ||intel pentium n4200 |quad core |golden,rose gold,royal blue |ddr3l |32g rom |120gb ||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |yes |64bit |512gb |windows 10.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_484031.html|tx8 android 6.0 digital tv converter box|$74.0|1 x tx8 tv box, 1 x remote control, 1 x usb cable, 1 x power adapter, 1 x english manual ||h.264,h.265,hd avc/vc-1,realvideo8/9/10,xvid/divx4/5/6 |4k x 2k,avi,divx,flv,m4v,mp4,mpeg2,mpeg4,pmp,rm,rmvb,vob,wmv |aac,ac3,amr-nb,amr-wb,ape,dts,flac,m4a,mp3,ogg,rm,wav,wma |yes |tv box |2g |arm mali-t820mp3 ||tx8 ||amlogic s912 |2.08ghz |silver |ddr3 |32g |||||external power adapter mode |0.500 kg |10.80 x 10.80 x 1.90 cm / 4.25 x 4.25 x 0.75 inches ||yes ||charge adapter |av,dc 5v,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |||64bit |500gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_639885.html|voyo v1 vmac mini pc|$156.76|1 x voyo v1 vmac mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264 |h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g ram |intel hd graphic |voyo |v1 vmac |apollo lake n3450 |apollo lake n3450 |quad core ||ddr3l |32g rom |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit ||windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_493130.html|minix neo z83 - 4 fanless mini pc 64bit windows 10|$226.05|1 x minix neo z83 - 4 fanless mini pc, 1 x antenna, 1 x power adapter, 1 x hdmi cable, 1 x air mouse, 1 x english manual ||h.264,h.265 |1080p,4k,4k x 2k |aac,acc,wav,wma |no |desktop,mini pc |4g |intel hd graphic |minix |neo z83 - 4 ||intel atom x5-z8350 |quad core |black |ddr3l |32g |||12v 3a ||external power adapter mode |0.3480 kg |12.20 x 12.20 x 2.50 cm / 4.8 x 4.8 x 0.98 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,mini dp,tf card,usb2.0,usb3.0 |1.4|support |||64bit ||windows 10 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_235081.html|pipo x9 tv box 8.9 inch tablet mini pc|$125.28|1 x pipo x9 tv box, 1 x power adapter ||h.264,rm/rmvb |1080p,avs,h.263,h.264,mjpeg,mpeg1,mpeg2,mpeg4,mvc,vc-1,wmv |aac,ac-3,ape,flac,mp3,ogg,wav,wma ||tv box |2g ram ||pipo |x9 ||intel baytrail t z3736f |quad core |black ||32g rom |||||external power adapter mode |0.6390 kg |21.70 x 15.20 x 6.10 cm / 8.54 x 5.98 x 2.4 inches ||||charge adapter |3.5mm audio,dc power port,hdmi,micro usb,rj45,tf card,usb2.0 ||bluetooth4.0 |||64bit |64gb |android 4.4,windows 10 |ieee 802.11 b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_484033.html|tx7 android 6.0 digital tv converter box|$66.37|1 x tx7 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265,realvideo8/9/10,rm/rmvb,xvid/divx4/5/6 |4k x 2k,avi,flv,m4v,mkv,mp4,mpeg2,mpeg4,pmp,rm,rmvb,vob,wmv |aac,ac3,amr-nb,amr-wb,ape,dts,flac,m4a,ogg,wav,wma |yes |tv box |2g |mali-450 ||tx7 ||amlogic s905x |2.0ghz |silver |ddr3 |32g |||||external power adapter mode |0.500 kg |10.80 x 10.80 x 1.90 cm / 4.25 x 4.25 x 0.75 inches ||yes ||charge adapter |av,dc 5v,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |||64bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_562947.html|morefine m1s mini pc stick|$181.14|1 x morefine m1s mini pc stick, 1 x power adapter, 1 x hdmi cable, 1 x english manual |no |h.263,h.264 |rm,rmvb |aac,rm,wav,wma |no |mini pc |4g |intel hd graphic |morefine |m1s |intel atom x5-z8350 |intel atom x5-z8350 |quad core |black |ddr3 |64g ||5v |||external power adapter mode |0.0650 kg |12.40 x 3.70 x 1.20 cm / 4.88 x 1.46 x 0.47 inches ||yes |10w |charge adapter |hdmi,micro sd card slot,usb2.0,usb3.0 |2|bluetooth4.0 |no |intel 3165 |64bit |128gb |windows 10 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_621641.html|csa93 android tv box amlogic s912 64bit octa core|$96.64|1 x tv box, 1 x power adapter, 1 x remote controller, 1 x hdmi cable, 1 x bilingual manual in chinese and english ||h.263,h.264,h.265,hd mpeg4 |1080p,3gp,4k,avi,dat,flv,h.264,h.265,mkv,mov,mp4,mpg,mvc,ts,vp8 |aac,ac3,ape,dts,flac,hd,mp3,ogg,truehd,wav,wma |no |tv box |2g,3gb |arm mali-t820mp3 ||csa93 |amlogic s912 |arm cortex-a53 |2.0ghz,octa core |black ||16g,32g |||||external power adapter mode |0.2300 kg |6.00 x 9.00 x 3.00 cm / 2.36 x 3.54 x 1.18 inches |yes |yes |5 - 10w |charge adapter |av,dc 5v,hdmi,micro sd card slot,optical,otg,spdif,usb2.0 |2|bluetooth 4.1 |1000m |q9377 |64bit |128gb |android 6.0 |802.11 a/b/g/n/ac |hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_614301.html|minix z83 - 4 windows 10 tv box + minix k2 mini keyboard|$220.15|1 x minix z83 - 4 tv box, 1 x minix k2 keyboard, 1 x usb cable, 1 x antenna, 1 x power adapter, 1 x hdmi cable, 2 x english manual |2 x aaa batteries |h.264,h.265,hd mpeg1/2/4,realvideo8/9/10 |1080p,4k,4k x 2k,rm,rmvb,vc-1 |aac,ac3,acc,ddp,dts,hd,mp3,ogg,truehd,wav,wma |no |tv box |4g |intel hd graphic |minix |z83 - 4 ||intel atom x5-z8350 |quad core ||ddr3l |32g |||||external power adapter mode |0.9520 kg |26.00 x 13.00 x 5.00 cm / 10.24 x 5.12 x 1.97 inches ||yes ||charge adapter |3.5mm audio,dc power port,ethernet,hdmi,tf card,usb2.0,usb3.0 |1.4||||64bit |16gb|windows 10 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_487815.html|inthd box i7 tv hd box amlogic s912 octa core|$63.79|1 x intbox i7 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265,hd avc/vc-1,hd mpeg1/2/4,realvideo8/9/10,xvid/divx3/4/5/6 |asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |mp3,wav,wma |no |tv box |2g |arm mali-t820mp3 |intbox |i7 ||amlogic s912 |octa core |white |ddr3 |8g |||5v 2a ||external power adapter mode |0.300 kg |12.10 x 10.00 x 2.40 cm / 4.76 x 3.94 x 0.94 inches ||yes ||charge adapter |av,dc power port,ethernet,hdmi,optical,tf card,usb2.0 |2|bluetooth4.0 |||64bit ||android 6.0 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_607542.html|beelink gt1 ultimate android tv box|$71.99|1 x beelink gt1 ultimate tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264,h.265,hd mpeg4 |3d,4k,avi,dat,h.265,iso,mkv,mp4,mpeg,mpeg-1,mpeg2,mpeg4,rm,wmv |aac,dts,flac,mp3,ogg,rm,wma |yes |tv box |3g ram |arm mali-t820mp3 |beelink |gt1 ultimate ||amlogic s912 |2.0ghz,octa core ||ddr4 |32g rom |||||external power adapter mode |0.1930 kg |9.60 x 9.60 x 1.60 cm / 3.78 x 3.78 x 0.63 inches ||yes ||charge adapter |dc 5v,hdmi,lan,micro sd card slot,spdif,usb2.0 |2|bluetooth4.0 |||32bit |64gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_580665.html|z83s receiver hd mini pc intel atom x5-z8350 quad core|$78.03|1 x z83s mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |no |"""hd mpeg1/2/4,avs,h.263,h.264,h.264/avc,h.265,h.265/avc,hd avc/vc-1,hd mpeg1/2/4,hd mpeg4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6,xvid/divx4/5/6 "|4k,avi,dat,iso,mkv,mp4,mpeg,mpeg1,mpeg2,mpeg4,rm,wmv |aac,ape,flac,mp3,ogg,rm,wma |no |mini pc |2g ram |intel hd graphics 400 ||z83s |intel atom x5-z8350 |intel atom x5-z8350 |quad core |black |ddr3 |32g rom |||||digital power supply |0.0500 kg |10.00 x 3.85 x 1.50 cm / 3.94 x 1.52 x 0.59 inches ||no |12w |usb port |dc 5v,hdmi,micro sd card slot,micro usb,usb3.0 |1.4|bluetooth4.0 |no |ieee 802.11a / b / g / n |64bit |128gb |windows 10 ||arc,cec,hdcp,hec 
http://www.gearbest.com/tv-box-mini-pc/pp_553852.html|nexsmart d32 tv box|$29.99|1 x nexsmart d32 tv box, 1 x power adapter, 1 x remote control, 1 x hdmi cable, 1 x english manual |2 x aaa batteries |h.265 |1080p |aac,ddp,mp3,wma |yes |tv box |1g ram |mali-400 mp |nexsmart |d32 ||rk3229 |1.5ghz |black |ddr3 |8g rom ||5v |||external power adapter mode |0.1500 kg |10.60 x 9.80 x 2.70 cm / 4.17 x 3.86 x 1.06 inches ||no |10w |charge adapter |av,dc power port,hdmi,lan,spdif,tf card,usb2.0 |2|unsupport |10m / 100m |rtl8189 |32bit |1tb |android 5.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_597284.html|mecool km8 p tv box|$35.99|1 x km8 p tv box, 1 x hdmi cable, 1 x user manual, 1 x power adapter, 1 x ir remote control |2 x aaa battery (not included) |h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |1g |arm mali-t820mp3 |mecool |km8 p |amlogic s912 |cortex a53 |octa core ||ddr3 |8g |||||external power adapter mode |0.0900 kg |9.70 x 9.70 x 1.70 cm / 3.82 x 3.82 x 0.67 inches |no |no |8w |charge adapter |av,dc power port,hdmi,rj45,tf card,usb2.0 |2||100m ||64bit |128gb |android 7.1 |802.11b/g/n |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_484213.html|coowell v5 android 6.0 streaming usb tv stick|$34.59|1 x coowell v5 tv stick, 1 x usb cable, 1 x hdmi cable, 1 x power plug ||h.264,h.265,realvideo8/9/10 |dat,h.264,h.265,iso,mkv,mov,mp4,mpeg,mpg,rm,vp8,vp9 |aac,flac,mp3,ogg,rm,wma |no |tv receiver |1g |mali-450 |coowell |v5 ||amlogic s905x |2.0ghz |black |ddr3 |8g |||5v 2a ||external power adapter mode |0.109 kg |10.20 x 4.00 x 0.80 cm / 4.02 x 1.57 x 0.31 inches ||no ||charge adapter |hdmi,micro usb,otg,tf card,usb2.0 |2||100mbps |for samsung original |64bit |500gb |android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_624333.html|mx9 pro mini tv box|$31.99|1 x tv box, 1 x hdmi cable, 1 x power adapter, 1 x remote control, 1 x english user manual ||h.265,hd mpeg4 |4k,h.264,h.265,mpeg-1,mpeg-4,vc-1 |aac,ape,ddp,flac,hd,mp3,ogg,wav,wma |no |tv box |1g |mali-450 ||mx9 pro mini |rk3328 |cortex a53 |quad core ||ddr3 |8g ||5v |||external power adapter mode |0.2700 kg |8.20 x 8.20 x 2.00 cm / 3.23 x 3.23 x 0.79 inches |no |no ||charge adapter ||2|unsupport |100m |am8189 |64bit |64gb |android 7.1 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_274248.html|minix neo u1 android tv box mini pc|$142.99|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_660582.html|scishion v88 mars ii smart tv box|$29.99|1 x tv box, 1 x power adapter, 1 x hdmi cable, 1 x english user manual ||h.264,h.265 |4k,avi,dat,h.264,h.265,mkv,mp4,rm,vc-1,vp8,vp9,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |2g ram |mali-400 |scishion |v88 mars ii |rk3229 |arm cortex-a7 |quad core ||ddr3 |8g rom |||||external power adapter mode |0.0750 kg |9.20 x 9.20 x 1.70 cm / 3.62 x 3.62 x 0.67 inches |||5v 2a |charge adapter ||2||100m |6051p |32bit |32gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_608687.html|higole gole1 plus mini pc|$169.99|1 x higole gole1 plus mini pc, 1 x holder, 1 x hdmi cable, 1 x power adapter, 1 x english manual |no |h.263,h.264,hd mpeg4 |avc,avs,h.263,h.264,mjpeg,mpeg1,mpeg2,mpeg4,mvc,rmvb,wmv |aac,ac-3,ape,dts,flac,mp3,ogg,wav,wma |no |mini pc |4g ram |intel gen 8-lp |higole |gole1 plus |intel atom x5-z8350 |intel atom x5-z8350 |quad core ||lpddr3 |128g rom,64g rom |||||external power adapter mode |0.6600 kg |19.90 x 13.60 x 2.70 cm / 7.83 x 5.35 x 1.06 inches ||yes |7.5w - 15w |charge adapter |3.5mm audio,dc power port,hdmi,lan,micro sd card slot,usb2.0,usb3.0 |1.4|bluetooth4.0 |100m |no |64bit |128gb |windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_434477.html|scishion v88 pro tv box amlogic s905x quad core|$29.99|1 x scishion v88 pro tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265,realvideo8/9/10 |4k,avi,dat,h.264,h.265,iso,mkv,mov,mp4,mpeg,mpg,rm,vc-1,vp9,wmv |aac,flac,mp3,ogg,rm,wma ||tv box |1g ram |mali-450 |scishion |v88 pro |s905x |amlogic s905x |2.0ghz |black ||8g rom |||||external power adapter mode |0.1430 kg |11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches ||||charge adapter |av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 ||||rtl8189 |32bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_614305.html|minix neo u1 android 5 tv box + minix neo a3 air mouse|$144.56|1 x minix neo u1 tv box, 1 x otg cable, 1 x power adapter, 1 x micro usb cable, 1 x hdmi cable, 1 x antenna, 1 x usb receiver, 1 x minix neo a3 air mouse, 1 x remote controller, 2 x english user manual, 1 x bilingual manual in english and chinese |2 x aaa ( not included ) |h.263,h.264,h.265,hd mpeg4 |avi,dat,divx,flv,h.264,h.265,hdmov,mkv,mov,mpeg,mpeg1,mpeg2,mpg,pmp,rm,rmvb,tp,vob,wmv |ac3,flac ||tv box |2g |mali-450 |minix |neo u1 ||cortex a53 |quad core |black |ddr3 |16g ||5v |5v 3a ||external power adapter mode |0.7600 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches ||||charge adapter |kensington lock,otg,tf card,usb2.0 |||||64bit |64gb |android 5.1.1 ||
