TITLE	BLUETOOTH_VERSION	USB_VERSION	DEVICE_TYPE	SIM_CARD_SLOT	OS	OS_BITS	SIM_CARD_TYPE	BRAND	MODEL	PRICE	WIRELESS_CONNECTIVITY	NETWORK_4G	NETWORK_3G	NETWORK_2G	NETWORK_TYPE	WIFI	BATTERY_CAPACITY	BATTERY_TYPE	RAM_CAPACITY	RAM_TYPE	GPU	CPU	CPU_FREQ	CPU_CORES	EXTERNAL_MEMORY	STORAGE_SSD	STORAGE_HDD	CAMERA_FRONT	CAMERA_BACK	WEIGHT	PRODUCT_SIZE	SCREEN_SIZE	SCREEN_PPI	SCREEN_TYPE	SCREEN_RESOLUTION	COLOR	ETHERNET_SPEED
"motorola moto z white/gold 5.5"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£35									4gb				2.1 & 1.6ghz	quad core		32gb		13 megapixel	13 megapixel			5.5 inches			1080p and over		
"htc 10 grey 5.2"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£121.97									4gb			snapdragon 820	2.2ghz			32gb		12 megapixel	12 megapixel			5.2 inches			1080p and over		
"cat s60 thermal imaging rugged smartphone black 4.7"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		standard sim			£90.99									3gb				1.5 & 1.2ghz	octa core		32gb		13 megapixel	13 megapixel			4.7 inches			720p		
"doro 8030 black 4.5"" 8gb 4g unlocked and sim free"					android 5.1 lollipop		micro sim			£34.97													1.1ghz	quad core		8gb		5 megapixel	5 megapixel			4.5 inches			854x480 pixels		
"samsung galaxy s7 edge coral blue 5.5"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£150.97									4gb				2.3 & 1.6ghz	octa core		32gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
"samsung galaxy a3 2016 gold 4.7"" 16gb 4g unlocked & sim free"					android 5.1 lollipop		nano sim			£50.99									1.5gb					quad core		16gb		13 megapixel	13 megapixel			4.7 inches			720p		
"apple iphone se gold 4"" 128gb 4g unlocked & sim free"					ios 9		nano sim			£395									2gb			a9				128gb		12 megapixel	12 megapixel						under 720p		
"xperia x compact white 4.6"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£114.97									3gb				1.8 & 1.4ghz	hexa core		32gb		23 megapixel	23 megapixel						720p		
"alcatel pixi 4 black 5"" 4g nfc"					android 6.0 marshmallow		micro sim			£89									1gb					quad core		8gb		8 megapixel	8 megapixel			5 inches			under 720p		
samsung galaxy j3 black 2016 5 inch 8gb 4g unlocked & sim free					android 5.1 lollipop		micro sim			£60.99									1.5gb					quad core		16gb		8 megapixel	8 megapixel			5 inches			720p		
"apple iphone se rose gold 4"" 32gb 4g unlocked & sim free"					ios 9		nano sim			£385									2gb					dual core		32gb		12 megapixel	12 megapixel						under 720p		
"alcatel u5 4g cocoa grey 5"" 8gb 4g unlocked & sim free"					android 6.0 marshmallow		micro sim			£10.97									1gb					quad core		8gb		5 megapixel	5 megapixel			5 inches			854x480 pixels		
"sony xperia l1 black 5.5"" 16gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£22.97									2gb				1.45ghz	quad core		16gb		13 megapixel	13 megapixel			5.5 inches			1280 x 720 pixels		
"apple iphone 7 gold 4.7"" 128gb 4g unlocked & sim free"					ios 10		nano sim			£684									2gb					quad core		128gb		12 megapixel	12 megapixel			4.7 inches			720p		
"alcatel a3 xl grey & silver 6"" 16gb 4g unlocked & sim free"					android 7.0 nougat		micro sim			£7.97									2gb				1.1ghz	quad core		16gb		8 megapixel	8 megapixel			6 inches			1280 x 720 pixels		
"samsung galaxy s7 edge black 5.5"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£80									4gb				2.3ghz			32gb		12 megapixel	12 megapixel			5.5 inches					
"samsung galaxy s7 flat black onyx 5.1"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£160.99									4gb				2.3ghz	quad core				12 megapixel	12 megapixel			5.1 inches					
"archos 50f neon black 5"" 8gb 3g unlocked & sim free"					android 7.0 nougat		nano sim			£11.97									1gb					quad core		8gb		8 megapixel	8 megapixel			5 inches			under 720p		
"motorola moto c metallic cherry 5"" 16gb 4g unlocked & sim free"					android 7.0 nougat		micro sim			£15.97									1gb				1.1ghz	quad core		16gb		5 megapixel	5 megapixel			5 inches			854x480		
"apple iphone 7 plus black 5.5"" 256gb 4g unlocked & sim free"					ios 10		nano sim			£854									3gb					quad core		256gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
huawei y6 8gb white dual sim										£15.97																											
"htc u 11 brilliant black 5.5"" 64gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£108.97									4gb				2.45ghz	octa core		64gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
"samsung galaxy j3 gold 2016 5"" 8gb 4g unlocked & sim free"					android 5.1 lollipop		micro sim			£60.99									1.5gb					quad core		8gb		8 megapixel	8 megapixel			5 inches			720p		
"samsung galaxy s6 gold 5.1"" 32gb 4g unlocked & sim free"					android 5.0 lollipop		nano sim			£114.99									3gb					octa core		32gb		16 megapixel	16 megapixel			5.1 inches			1080p and over		
"apple iphone 7 gold 4.7"" 32gb 4g unlocked & sim free"					ios 10		nano sim			£604									2gb					quad core		32gb		12 megapixel	12 megapixel			4.7 inches			720p		
"blackberry dtek50 black 5.2"" 16gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£64.99									3gb					quad core		16gb		13 megapixel	13 megapixel			5.2 inches			1080p and over		
"cubot rainbow 2 gold 5"" 16gb 3g unlocked & sim free"					android 7.0 nougat		nano sim			£3.97									1gb					quad core		16gb		12 megapixel	12 megapixel			5 inches			720p		
"samsung galaxy s8+ black 6.2"" 64gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£132.97									4gb			samsung exynos	2.4 & 1.9ghz			64gb		12 megapixel	12 megapixel			6.2 inches			1440x2960 pixels		
"apple iphone se space grey 4"" 32gb 4g unlocked & sim free"					ios 9		nano sim			£408									2gb					dual core		32gb		12 megapixel	12 megapixel						under 720p		
"blackberry passport black 4.5"" 32gb 4g unlocked & sim free"					blackberry		nano sim			£124.99									3gb					quad core		32gb		13 megapixel	13 megapixel			4.5 inches			1080p and over		
"motorola moto g5 lunar grey 5"" 16gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£37.97									2gb					octa core		16gb		13 megapixel	13 megapixel			5 inches			1080p and over		
"samsung xcover 4 black 5"" 16gb 4g unlocked & sim free"					android 7.0 nougat		micro sim			£59.97									2gb				1.4ghz	quad core		16gb		13 megapixel	13 megapixel						1280 x 720 pixels		
apple iphone se gold 16gb 4g unlocked & sim free					ios 9		nano sim			£54									2gb					dual core		16gb		12 megapixel	12 megapixel			4 inches			under 720p		
"lg g6 ice platinum 5.7"" 32gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£59.97									4gb				2.3 & 1.6ghz	quad core		32gb		13 megapixel	13 megapixel			5.7 inches			1440x2880 pixels		
"liberto 825 - black/steel 5"" 8gb 4g unlocked & sim free"					android 5.1 lollipop		micro sim			£19.97									512mb				1.1ghz	quad core		8gb		8 megapixel	8 megapixel			5 inches			1280 x 720 pixels		
"motorola moto g4 play black 5"" 16gb 4g unlocked & sim free"					android 6.0 marshmellow		micro sim			£14.99									1gb					quad core		16gb		8 megapixel	8 megapixel			5 inches			720p		
"samsung galaxy a5 2016 black 5.2"" 16gb 4g unlocked & sim free"					android 5.1 lollipop		nano sim			£145.99									2gb				1.5 & 1.2ghz	octa core		16gb		13 megapixel	13 megapixel			5.2 inches			1080p and over		
"cat s40 rugged smartphone black 4.7"" 16gb 4g dual sim unlocked & sim free"					android 5.1 lollipop		dual sim			£30.99																16gb		8 megapixel	8 megapixel								
"honor 6x silver 5.5"" 32gb 4g dual sim unlocked & sim free"					android 6.0 marshmallow		dual sim			£64.97									3gb				2.1 & 1.7ghz	octa core		32gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
"apple iphone 7 plus black 5.5"" 32gb 4g unlocked & sim free"					ios 10		nano sim			£705									3gb					quad core		32gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
"samsung galaxy a5 2016 white 5.2"" 16gb 4g unlocked & sim free"					android 5.1 lollipop		nano sim			£140.99									2gb				1.5 & 1.2ghz	octa core		16gb		13 megapixel	13 megapixel			5.2 inches			1080p and over		
"samsung galaxy s8+ orchid grey 6.2"" 64gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£131.97									4gb			samsung exynos	2.4 & 1.9ghz			64gb		12 megapixel	12 megapixel			6.2 inches			1440x2960 pixels		
"iphone 6s 32gb space grey 4.7"" unlocked & sim free"					ios 9		nano sim			£500												a9				32gb		12 megapixel	12 megapixel								
"alcatel 20.51x silver 2.4"" 8mb 2g unlocked & sim free"					threadx		micro sim			£37									8mb				312mhz			8mb		2 megapixel	2 megapixel			2.4 inches			320x240 pixels		
motorola moto z black 5.5 inch 32gb 4g unlocked & sim free					android 6.0 marshmallow		nano sim			£44.99									4gb				2.1 & 1.6ghz	quad core		32gb		13 megapixel	13 megapixel			5.5 inches			1080p and over		
"lg google nexus 5x white 5.2"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow					£80.99									2gb			snapdragon 808	1.8ghz			32gb		12.3 megapixel	12.3 megapixel			5.2 inches					
"lg google nexus 5x white 5.2"" 32gb 4g unlocked & sim free"					android 6.0 marshmallow					£80.99									2gb			snapdragon 808	1.8ghz			32gb		12.3 megapixel	12.3 megapixel			5.2 inches					
blackberry leap black 16gb unlocked & sim free					blackberry		micro sim			£40.98									2gb					dual core		16gb		8 megapixel	8 megapixel			5 inches			720p		
"doro liberto 820 mini black/steel 4"" 4gb 3g unlocked & sim free"					android 4.2 jelly bean		micro sim			£55.02									512mb					dual core		4gb		5 megapixel	5 megapixel			4 inches			under 720p		
sony xperia xa ultra white 6 inch 16gb 4g unlocked & sim free					android 6.0 marshmallow		nano sim			£84.98									3gb				2 & 1ghz	octa core		16gb		21 megapixel	21 megapixel						1080p and over		
"archos 55b platinum blue 5.5"" 8gb 3g unlocked & sim free"					android 5.1 lollipop		nano sim			£14.97									1gb			sc7731g				8gb		8 megapixel	8 megapixel			5.5 inches			720p		
"cubot manito black 5"" 16gb 4g unlocked & sim free"					android 6.0 marshmallow		micro sim			£25.99									3gb					quad core		16gb		13 megapixel	13 megapixel			5 inches			720p		
"cubot rainbow 2 blue 5"" 16gb 3g unlocked & sim free"					android 7.0 nougat		nano sim			£79									1gb					quad core		16gb		12 megapixel	12 megapixel			5 inches			720p		
"samsung s6 edge white pearl 5.1"" 32gb 4g unlocked & sim free"					android 5.0 lollipop		nano sim			£134.98									3gb					octa core		32gb		16 megapixel	16 megapixel			5.1 inches			1080p and over		
"alcatel u5 3g sharp blue 5"" 8gb unlocked & sim free - dual sim"					android 7.0 nougat		micro sim			£14.97									1gb					quad core		8gb		5 megapixel	5 megapixel			5 inches			854x480 pixels		
"htc u 11 ice white 5.5"" 64gb 4g unlocked & sim free"					android 7.0 nougat		nano sim			£108.97									4gb				2.45ghz	octa core		64gb		12 megapixel	12 megapixel			5.5 inches			1080p and over		
"cubot echo gold 5"" 16gb 3g unlocked & sim free"					android 6.0 marshmallow		micro sim			£79									2gb					quad core		16gb		13 megapixel	13 megapixel			5 inches			720p		
"honor 5c dark grey 5.2"" 16gb 4g dual sim unlocked & sim free"					android 6.0 marshmallow		nano sim			£24.99									2gb				2 & 1.7ghz	octa core		16gb		13 megapixel	13 megapixel			5.2 inches			1080p and over		
"apple iphone se silver 4"" 32gb 4g unlocked & sim free"					ios 9		nano sim			£385									2gb			a9				32gb		12 megapixel	12 megapixel						under 720p		
"htc desire 650 dark blue 5"" 16gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£21.97									2gb				1.6ghz	quad core		16gb		13 megapixel	13 megapixel			5 inches			720p		
samsung galaxy j3 white 2016 5 inch 8gb 4g unlocked & sim free					android 5.1 lollipop		micro sim			£60.99									1.5gb					quad core		16gb		8 megapixel	8 megapixel			5 inches			720p		
"alcatel a3 prime black 5"" 16gb 4g unlocked & sim free"					android 6.0 marshmallow		nano sim			£24.97									1.5gb				1.25ghz	quad core		16gb		13 megapixel	13 megapixel			5 inches			1280 x 720 pixels		
"motorola moto g4 white 5.5"" 16gb 4g dual sim unlocked & sim free"					android 6.0 marshmallow		micro sim			£50.02									2gb				1.5 & 1.2ghz	octa core		16gb		13 megapixel	13 megapixel			5.5 inches			1080p and over		
"sony xperia m5 black 5"" 16gb 4g unlocked & sim free"					android 5.0 lollipop		nano sim			£124.99									2gb					octa core		16gb		21 megapixel	21 megapixel			5 inches			1080p and over		
htc u play 32g black oil - black										£114.97									3gb			helio p10	2ghz														
DB TABLETS																																					
microsoft surface pro 4 intel core i5 4gb ram 128gb hdd windows 10 tablet					windows 10 pro					£112.97						wi-fi			4gb			intel core i5 i5-6300u	2.4ghz									12.3inch			2736 x 1824	silver	
new apple ipad pro wi-fi + 512gb 10.5 inch tablet - gold					apple ios 10					£855						wi-fi						apple a10x fusion 				512gb						10.5in			2224 x 1668	gold	
new apple ipad pro wi-fi + 64gb 10.5 inch tablet - rose gold					apple ios 10					£605						wi-fi						apple a10x fusion 				64gb						10.5			2224 x 1668	rose gold	
samsung galaxy tab a octa core 1.8ghz 2gb 16gb 10.1 inch android 6.0 tablet					android 6.0					£59.97						wi-fi			2gb			 8 core 	1.6ghz			16gb						10.1inch			1920 x 1080	black	
new apple ipad pro wi-fi + 256gb 10.5 inch tablet - gold					apple ios 10					£685						wi-fi						apple a10x fusion 				256gb						10.5in			2224 x 1668	gold	
new apple ipad 128gb wifi + cellular 3g/4g 9.7 inch ios tablet - space grey					apple ios 10					£555												apple a9 										9.7 in			2048 x 1536		
new apple ipad pro wi-fi + cellular 3g/4g 512gb 10.5 inch tablet - gold					apple ios 10					£975						wi-fi, 3g/4g						apple a10x fusion 				512gb						10.5in			2224 x 1668	gold	
samsung galaxy tab s2 exynos 5 octa 3gb 32gb 8 inch android 5.0 tablet - gold					android 5.0					£335						wi-fi			3gb			samsung exynos 5433	1.8ghz			32gb						8gbinch			2048 x 1536	gold	
apple ipad pro 256gb wifi + cellular 3g/4g 9.7 inch ios 9 tablet - gold					apple ios 9					£800						wi-fi, 3g/4g						apple a9x 				256gb						9.7in			2048 x 1536	gold	
microsoft surface pro 4 intel core i7 8gb ram 256gb ssd windows 10 tablet					windows 10 pro					£77.97						wi-fi			8gb			intel core i7 i7-6650u	2.2ghz									12.3inch			2736 x 1824	silver	
lenovo yogabook atom x5-z8550 4gb 64gb 10.1 inch full hd windows 10 cpmvertible laptop / tablet					windows 10					£87.97												 atom x5										10.1 inch					
samsung galaxy tab s2 exynos 5 octa 3gb 32gb 8 inch android 5.0 tablet - white					android 6.0					£335						wi-fi			3gb			samsung exynos 5433	1.8ghz			32gb						8inch			2048 x 1536	white	
"asus zenpad z300m 2gb 16gb 10.1"" android tablet"					android 6.0 (marshmallow)					£9.97						wi-fi			2gb			mediatek mt8163 	1.3ghz									10in			1280 x 800	dark grey	
new apple ipad pro wi-fi + cellular 3g/4g 64gb 10.5 inch tablet - rose gold					apple ios 10					£725						wi-fi, 3g/4g						 a10x fusion 				64gb						10.5in			2224 x 1668	rose gold	
apple ipad mini 4 128gb wi-fi & cellular 3g/4g tablet - gold					apple ios 10					£545						wi-fi, 3g/4g						apple a8 				128gb						7.9			2048 x 1536	gold	
apple ipad mini 4 128gb 7.9 inch ios 9 tablet - space grey					apple ios 10					£425						wi-fi						apple a8 				128gb						7.9			2048 x 1536	space grey	
samsung galaxy tab active qualcomm snapdragon msm8926 1.5gb 16gb 3g/4g 8 inch android 4.4 rugged tablet - titanium					android 4.4					£44.97						wi-fi, 3g/4g			1.5gb			qualcomm snapdragon msm8926	1.2ghz			16gb						8inch			1280 x 800	grey	
samsung galaxy tab s2 3gb 32gb 9.7 inch android 6.0  3g tablet - gold					android 6.0					£479									3gb			  	1.8ghz									9.7inch			2048 x 1536	gold	
huawei mediapad m2 octa core a53 2ghz 2gb 16gb 8 inch android 5.1 tablet					android 5.1					£16.97						wi-fi			2gb			intel kirin 930 	2ghz									8inch			1920 x 1200	silver	
hp elite x2 1012 g1 core m7-6y75 8gb 256gb ssd 12 inch windows 10 professional convertible tablet					windows 10 pro					£166.97									8gb			intel core m7 m7-6y75	1.2ghz			256gb						12inch			1920 x 1280	silver	
new apple ipad pro wi-fi + cellular 3g/4g 256gb 10.5 inch tablet - gold					apple ios 10					£805						wi-fi, 3g/4g						apple a10x fusion 				256gb						10.5in			2224 x 1668	gold	
new apple ipad pro wi-fi + cellular 3g/4g 256gb 10.5 inch tablet - space grey					apple ios 10											wi-fi, 3g/4g						apple a10x fusion 				256gb						10.5in			2224 x 1668	space grey	
new apple ipad pro wi-fi + cellular 3g/4g 64gb 10.5 inch - gold					apple ios 10											wi-fi, 3g/4g						apple a10x fusion 				64gb						10.5in			2224 x 1668	gold	
microsoft surface pro 4 type cover in bright blue										£105												  														bright blue	
fujitsu stylistic r727 core i5-7200u 8gb 256gb ssd 12.5 inch windows 10 professional touchscreen tablet					windows 10 pro					£185.97									8gb			intel core i5 i5-7200u	2.5ghz												1920 x 1080		
new apple ipad 32gb wifi + cellular 3g/4g 9.7 inch ios tablet - gold					apple ios 10					£455						wi-fi, 3g/4g						apple a9 				32gb						9.7			2048 x 1536	gold	
new apple ipad pro wi-fi + 64gb 10.5 inch tablet - space grey					ios 10					£613						wi-fi						apple a10x fusion 				64gb						10.5in			2224 x 1668	space grey	
new apple ipad pro wi-fi + cellular 3g/4g 256gb 10.5 inch tablet - silver					apple ios 10					£805						wi-fi, 3g/4g						apple a10x fusion 				256gb						10.5in			2224 x 1668	silver	
acer iconia talk s a1-734 2gb 16gb 7 inch wifi + cellular 3g/4g android 6.0 tablet					android 6.0					£19.97						wi-fi			2gb			mediatek mt8735 mt8735	1.3ghz			16gb						7inch			1280 x 720	black	
samsung galaxy tab s2 3gb 32gb 3g/4g 8 inch android 6.0 tablet					android 6.0					£31.97						wi-fi, 3g/4g			3gb			 8 core 	1.8ghz			32gb						8inch			2048 x 1536	black	
new apple ipad 32gb wifi 9.7 inch ios tablet - gold					apple ios 10					£335						wi-fi						apple a9 				32gb						9.7			2048 x 1536	gold	
linx 8 intel atom z3735f 1.33ghz 2gb 32gb 8 inch windows 8.1 professional tough tablet					windows 8.1 pro					£56.97						wi-fi			2gb			intel atom z3735f	1.33ghz									8inch			800 x 1280	black	
