TITLE|BLUETOOTH_VERSION|DEVICE_TYPE|SIM_CARD_SLOT|OS|OS_BITS|SIM_CARD_TYPE|BRAND|PRICE|WIRELESS_CONNECTIVITY|NETWORK_4G|NETWORK_3G|NETWORK_2G|NETWORK_TYPE|WIFI|BATTERY_CAPACITY|BATTERY_TYPE|RAM_CAPACITY|RAM_TYPE|GPU|CPU|CPU_CORES|EXTERNAL_MEMORY|STORAGE_SSD|CAMERA_FRONT|CAMERA_BACK|WEIGHT|PRODUCT_SIZE|SCREEN_SIZE|SCREEN_PPI|SCREEN_TYPE|SCREEN_RESOLUTION
huawei m2 ( m2-803l ) 4g phablet||phablet |1 x micro sim card slot) |android 5.1 |||huawei |$361.03||fdd-lte band 1/3/7,td-lte band 38/39/40/41 |td-scdma band 34/39,wcdma 850/900/1900/2100mhz |gsm 850/900/1800/1900mhz |gsm + wcdma + td-scdma + lte-fdd + td-lte |802.11 a/b/g/n/ac wireless internet |4800mah, li-ion polymer battery ||3gb ||mali-t628 |hisilicon kirin 930 |2.0ghz,octa core |tf card up to 128gb (not included) |64gb |0.3mp |2.0mp (with flash light) |0.3300 kg |21.48 x 12.40 x 0.78 cm / 8.46 x 4.88 x 0.31 inches |8 inch ||capacitive |1920 x 1200 (wuxga) 
veidoo v706 - m4w 7.0 inch 3g phablet||phablet |dual sim,dual standby,yes (2 x standard sim card slot) |android 6.0 |||veidoo |$64.57|||wcdma 850/1900/2100mhz |gsm 850/900/1800/1900mhz |gsm,wcdma |802.11b/g/n wireless internet |3.7v / 2500mah ||1gb ||mali-400 |mtk8321 |1.3ghz,quad core |tf card up to 32gb (not included) |8gb |0.3mp |2.0mp |0.2790 kg |18.80 x 10.70 x 1.08 cm / 7.4 x 4.21 x 0.43 inches |7 inch ||capacitive |1024 x 600 (wsvga) 
bdf kt107 3g phablet||phablet |dual sim,dual standby,standard sim card slot |android 6.0 |||bdf |$101.58|||wcdma b1 2100mhz |gsm 1800mhz,gsm 850mhz,gsm 900mhz |gsm,wcdma |802.11b/g/n wireless internet |3.7v / 5000mah, li-ion polymer battery ||2gb ||mali-400 mp |mtk6580 |1.3ghz,quad core |tf card up to 32gb (not included) |32gb |||0.5210 kg |24.00 x 17.00 x 1.04 cm / 9.45 x 6.69 x 0.41 inches |10.1 inch ||capacitive (10-point) |1280 x 800 (wxga) 
veidoo v706 - m4w 7.0 inch 3g phablet||phablet |dual sim,dual standby,yes (2 x standard sim card slot) |android 6.0 |||veidoo |$64.57|||wcdma 850/1900/2100mhz |gsm 850/900/1800/1900mhz |gsm,wcdma |802.11b/g/n wireless internet |3.7v / 2500mah ||1gb ||mali-400 |mtk8321 |1.3ghz,quad core |tf card up to 32gb (not included) |8gb |||0.2790 kg |18.80 x 10.70 x 1.08 cm / 7.4 x 4.21 x 0.43 inches |7 inch ||capacitive |1024 x 600 (wsvga) 
great wall l782 4g phablet 2gb ram 16gb rom||phablet |dual sim,dual standby,yes (1 x micro sim card slot and 1 x sim card slot) |android 4.4 |||great wall |$128.4|||built in 3g (wcdma) |gsm 850/900/1800/1900mhz wcdma 850/900/1900/2100mhz fdd-lte 800/850/900/1700/1800/1900/2100/2600mhz |gsm+wcdma+fdd lte |wifi 802.11a/b/g/n wireless internet |5000mah ||2gb ||adreno 306 |msm8916 |1.2ghz,cortex a53,quad core |tf card up to 32gb (not included) |16gb |2.0mp |5.0mp |0.387 kg |20.20 x 13.60 x 0.89 cm / 7.95 x 5.35 x 0.35 inches |7.85 inch ||capacitive |1024 x 768 (xga) 
teclast x10 quad core 3g phablet||phablet |dual sim,dual standby,standard sim card slot |android 6.0 |||teclast |$75.99|||wcdma 2100mhz |gsm900/1800mhz |gsm+wcdma |802.11b/g/n wireless internet |3.8v / 4900mah, li-ion polymer battery ||1gb ||mali-400 mp |mtk6580 |1.3ghz,quad core |tf card up to 64gb (not included) |16gb |2.0mp |2.0mp |0.5190 kg |23.40 x 17.00 x 1.05 cm / 9.21 x 6.69 x 0.41 inches |10.1 inch ||capacitive (5-point) |1280 x 800 (wxga) 
onda v10 4g phablet||phablet |dual sim,dual standby,standard sim card slot |android 5.1 |||onda |$119.99||lte-fdd 1920-2170mhz td-lte 2555-2575mhz, 2300-2320mhz |wcdma 900/1800mhz td-scdma 900/1800/1900/2100mhz |gsm 900/1800/1900mhz |gsm + wcdma + td-scdma + lte-fdd + td-lte |802.11 a/b/g/n/ac wireless internet |3.7 / 6000mah built-in polymer lithium-ion battery ||1gb |ddr3 ||mtk6735 |1.3ghz,cortex a53,quad core |tf card up to 128gb (not included) |16gb |2.0mp |5.0mp (with flash light and auto focus) |0.5350 kg |23.90 x 16.90 x 0.80 cm / 9.41 x 6.65 x 0.31 inches |10.1 inch ||capacitive (5-point),ips |1280 x 800 (wxga) 
cube wp10 4g phablet||phablet |dual sim,dual standby,yes (1 x nano sim card slot and 1 x micro sim card slot) |windows 10 |||cube |$109.99||fdd-lte 1800/2100mhz |wcdma 2100mhz |gsm 850/900/1800/1900mhz |gsm+wcdma+fdd lte |802.11b/g/n wireless internet |4.35v 2850mah ||2gb |ddr3 |adreno 304 |msm8909 |1.3ghz,quad core |tf card up to 128gb (not included) |16gb |2.0mp |5.0mp |0.248 kg |18.77 x 9.77 x 0.76 cm / 7.39 x 3.85 x 0.3 inches |6.98 inch ||capacitive |1280 x 720 (hd 720) 
iaiwai a25 3g phablet||phablet |dual sim,dual standby,standard sim card slot |android 4.4 |||iaiwai |$105.2|||wcdma 850/1900/2100mhz |gsm 850/900/1800/1900mhz |gsm+wcdma |ieee 802.11b/g/n |4000mah, li-ion polymer battery ||1gb |ddr4 ||mtk6582 |1.3ghz,quad core |tf card up to 64gb (not included) |16gb |||0.5130 kg |24.02 x 17.02 x 0.93 cm / 9.46 x 6.7 x 0.37 inches |10.1 inch ||capacitive (10-point) |1280 x 800 (wxga) 
voyo x7 3g phablet||phablet |dual sim,dual standby,yes (2 x standard sim card slot) |android 5.0 |||voyo |$92.63|||wcdma 2100mhz |gsm 850/900/1800/1900mhz |gsm+wcdma |802.11b/g/n wireless internet |4000mah, li-ion polymer battery ||2gb |ddr3l |mali-400 |mtk6582 |1.3ghz,quad core |tf card up to 128gb (not included) |32gb |5.0mp |8.0mp |0.2590 kg |18.50 x 10.80 x 0.80 cm / 7.28 x 4.25 x 0.31 inches |7 inch ||capacitive (5-point) |1920 x 1200 (wuxga) 
lenovo tb3 - x70f tablet pc||tablet pc ||android 6.0 |||lenovo |$273.85||||||802.11 a/b/g/n/ac wireless internet |7000mah, li-ion polymer battery ||2gb |ddr3 |mali-t720 |mtk8161 |1.3ghz,quad core |tf card up to 64gb (not included) |16gb |2.0mp |0.3mp |0.5090 kg |17.10 x 24.70 x 0.89 cm / 6.73 x 9.72 x 0.35 inches |10.1 inch ||capacitive (10-point) |1920 x 1200 (wuxga) 
onda v80 se tablet pc||tablet pc ||android 5.1 |||onda |$109.66||||||802.11b/g/n wireless internet |3.7v / 4200mah, li-ion polymer battery ||2gb |ddr3 ||a64 |1.3ghz,quad core |tf card up to 128gb (not included) |32gb |2.0mp |2.0mp |0.2990 kg |21.30 x 12.60 x 1.00 cm / 8.39 x 4.96 x 0.39 inches |8 inch ||capacitive (10-point) |1920 x 1080 (fhd) 
voyo q101 4g phablet||phablet |dual sim,dual standby,standard sim card slot |android 6.0 |||voyo |$99.99||fdd-lte 1800/2100/2600mhz,td-lte band 38/39/40/41 |wcdma 850/900/1900/2100mhz |gsm 850/900/1800/1900mhz |gsm+wcdma+td-lte+fdd-lte |wifi 802.11a/b/g/n wireless internet |5000mah li-ion polymer battery ||2gb |ddr3 |mali-720 ||1.5ghz,octa core |tf card up to 64gb (not included) |32gb |0.3mp ||0.4600 kg |24.20 x 17.20 x 0.90 cm / 9.53 x 6.77 x 0.35 inches |10.1 inch ||capacitive (5-point) |1920 x 1200 (wuxga) 
